date,hour,systemMarginalPrice
2024-01-10T17:00:00+03:00,2024-01-10T17:00:00+03:00,2549.98
2024-01-10T18:00:00+03:00,2024-01-10T18:00:00+03:00,2379.99
2024-01-10T19:00:00+03:00,2024-01-10T19:00:00+03:00,2299.0
2024-01-10T20:00:00+03:00,2024-01-10T20:00:00+03:00,2325.01
2024-01-10T21:00:00+03:00,2024-01-10T21:00:00+03:00,2500.0
2024-01-10T22:00:00+03:00,2024-01-10T22:00:00+03:00,2271.99
2024-01-10T23:00:00+03:00,2024-01-10T23:00:00+03:00,2297.0
2024-01-11T00:00:00+03:00,2024-01-11T00:00:00+03:00,1471.74
2024-01-11T01:00:00+03:00,2024-01-11T01:00:00+03:00,1598.99
2024-01-11T02:00:00+03:00,2024-01-11T02:00:00+03:00,2046.98
2024-01-11T03:00:00+03:00,2024-01-11T03:00:00+03:00,1945.99
2024-01-11T04:00:00+03:00,2024-01-11T04:00:00+03:00,1946.0
2024-01-11T05:00:00+03:00,2024-01-11T05:00:00+03:00,2300.0
2024-01-11T06:00:00+03:00,2024-01-11T06:00:00+03:00,2489.0
2024-01-11T07:00:00+03:00,2024-01-11T07:00:00+03:00,2680.0
2024-01-11T08:00:00+03:00,2024-01-11T08:00:00+03:00,2693.01
2024-01-11T09:00:00+03:00,2024-01-11T09:00:00+03:00,2694.04
2024-01-11T10:00:00+03:00,2024-01-11T10:00:00+03:00,2694.03
2024-01-11T11:00:00+03:00,2024-01-11T11:00:00+03:00,2694.04
2024-01-11T12:00:00+03:00,2024-01-11T12:00:00+03:00,2597.08
2024-01-11T13:00:00+03:00,2024-01-11T13:00:00+03:00,2694.01
2024-01-11T14:00:00+03:00,2024-01-11T14:00:00+03:00,2695.5
2024-01-11T15:00:00+03:00,2024-01-11T15:00:00+03:00,2695.51
2024-01-11T16:00:00+03:00,2024-01-11T16:00:00+03:00,2698.01
2024-01-11T17:00:00+03:00,2024-01-11T17:00:00+03:00,2700.0
2024-01-11T18:00:00+03:00,2024-01-11T18:00:00+03:00,2700.0
2024-01-11T19:00:00+03:00,2024-01-11T19:00:00+03:00,2695.51
2024-01-11T20:00:00+03:00,2024-01-11T20:00:00+03:00,2694.0
2024-01-11T21:00:00+03:00,2024-01-11T21:00:00+03:00,2680.0
2024-01-11T22:00:00+03:00,2024-01-11T22:00:00+03:00,2539.0
2024-01-11T23:00:00+03:00,2024-01-11T23:00:00+03:00,2350.0
2024-01-12T00:00:00+03:00,2024-01-12T00:00:00+03:00,2153.0
2024-01-12T01:00:00+03:00,2024-01-12T01:00:00+03:00,2000.0
2024-01-12T02:00:00+03:00,2024-01-12T02:00:00+03:00,2176.0
2024-01-12T03:00:00+03:00,2024-01-12T03:00:00+03:00,1802.0
2024-01-12T04:00:00+03:00,2024-01-12T04:00:00+03:00,1500.0
2024-01-12T05:00:00+03:00,2024-01-12T05:00:00+03:00,1902.0
2024-01-12T06:00:00+03:00,2024-01-12T06:00:00+03:00,2379.0
2024-01-12T07:00:00+03:00,2024-01-12T07:00:00+03:00,2350.0
2024-01-12T08:00:00+03:00,2024-01-12T08:00:00+03:00,2700.0
2024-01-12T09:00:00+03:00,2024-01-12T09:00:00+03:00,2700.0
2024-01-12T10:00:00+03:00,2024-01-12T10:00:00+03:00,2700.0
2024-01-12T11:00:00+03:00,2024-01-12T11:00:00+03:00,2700.0
2024-01-12T12:00:00+03:00,2024-01-12T12:00:00+03:00,2693.01
2024-01-12T13:00:00+03:00,2024-01-12T13:00:00+03:00,2391.91
2024-01-12T14:00:00+03:00,2024-01-12T14:00:00+03:00,2567.89
2024-01-12T15:00:00+03:00,2024-01-12T15:00:00+03:00,2477.23
2024-01-12T16:00:00+03:00,2024-01-12T16:00:00+03:00,2649.99
2024-01-12T17:00:00+03:00,2024-01-12T17:00:00+03:00,2567.89
2024-01-12T18:00:00+03:00,2024-01-12T18:00:00+03:00,2350.0
2024-01-12T19:00:00+03:00,2024-01-12T19:00:00+03:00,2400.0
2024-01-12T20:00:00+03:00,2024-01-12T20:00:00+03:00,2390.0
2024-01-12T21:00:00+03:00,2024-01-12T21:00:00+03:00,2390.0
2024-01-12T22:00:00+03:00,2024-01-12T22:00:00+03:00,2112.53
2024-01-12T23:00:00+03:00,2024-01-12T23:00:00+03:00,2247.98
2024-01-13T00:00:00+03:00,2024-01-13T00:00:00+03:00,2397.0
2024-01-13T01:00:00+03:00,2024-01-13T01:00:00+03:00,2397.0
2024-01-13T02:00:00+03:00,2024-01-13T02:00:00+03:00,2397.0
2024-01-13T03:00:00+03:00,2024-01-13T03:00:00+03:00,2050.0
2024-01-13T04:00:00+03:00,2024-01-13T04:00:00+03:00,2397.0
2024-01-13T05:00:00+03:00,2024-01-13T05:00:00+03:00,2598.0
2024-01-13T06:00:00+03:00,2024-01-13T06:00:00+03:00,2497.0
2024-01-13T07:00:00+03:00,2024-01-13T07:00:00+03:00,2397.0
2024-01-13T08:00:00+03:00,2024-01-13T08:00:00+03:00,2447.0
2024-01-13T09:00:00+03:00,2024-01-13T09:00:00+03:00,2600.0
2024-01-13T10:00:00+03:00,2024-01-13T10:00:00+03:00,2600.0
2024-01-13T11:00:00+03:00,2024-01-13T11:00:00+03:00,2690.0
2024-01-13T12:00:00+03:00,2024-01-13T12:00:00+03:00,2499.99
2024-01-13T13:00:00+03:00,2024-01-13T13:00:00+03:00,2567.89
2024-01-13T14:00:00+03:00,2024-01-13T14:00:00+03:00,2600.0
2024-01-13T15:00:00+03:00,2024-01-13T15:00:00+03:00,2690.0
2024-01-13T16:00:00+03:00,2024-01-13T16:00:00+03:00,2690.0
2024-01-13T17:00:00+03:00,2024-01-13T17:00:00+03:00,2600.0
2024-01-13T18:00:00+03:00,2024-01-13T18:00:00+03:00,2695.0
2024-01-13T19:00:00+03:00,2024-01-13T19:00:00+03:00,2694.04
2024-01-13T20:00:00+03:00,2024-01-13T20:00:00+03:00,2680.0
2024-01-13T21:00:00+03:00,2024-01-13T21:00:00+03:00,2516.27
2024-01-13T22:00:00+03:00,2024-01-13T22:00:00+03:00,2299.01
2024-01-13T23:00:00+03:00,2024-01-13T23:00:00+03:00,2245.0
2024-01-14T00:00:00+03:00,2024-01-14T00:00:00+03:00,2499.99
2024-01-14T01:00:00+03:00,2024-01-14T01:00:00+03:00,2190.0
2024-01-14T02:00:00+03:00,2024-01-14T02:00:00+03:00,2180.98
2024-01-14T03:00:00+03:00,2024-01-14T03:00:00+03:00,1500.0
2024-01-14T04:00:00+03:00,2024-01-14T04:00:00+03:00,1497.97
2024-01-14T05:00:00+03:00,2024-01-14T05:00:00+03:00,2180.98
2024-01-14T06:00:00+03:00,2024-01-14T06:00:00+03:00,2400.0
2024-01-14T07:00:00+03:00,2024-01-14T07:00:00+03:00,2499.0
2024-01-14T08:00:00+03:00,2024-01-14T08:00:00+03:00,1600.0
2024-01-14T09:00:00+03:00,2024-01-14T09:00:00+03:00,1500.0
2024-01-14T10:00:00+03:00,2024-01-14T10:00:00+03:00,600.0
2024-01-14T11:00:00+03:00,2024-01-14T11:00:00+03:00,100.0
2024-01-14T12:00:00+03:00,2024-01-14T12:00:00+03:00,560.0
2024-01-14T13:00:00+03:00,2024-01-14T13:00:00+03:00,100.0
2024-01-14T14:00:00+03:00,2024-01-14T14:00:00+03:00,5.0
2024-01-14T15:00:00+03:00,2024-01-14T15:00:00+03:00,700.0
2024-01-14T16:00:00+03:00,2024-01-14T16:00:00+03:00,650.0
2024-01-14T17:00:00+03:00,2024-01-14T17:00:00+03:00,1874.0
2024-01-14T18:00:00+03:00,2024-01-14T18:00:00+03:00,2201.0
2024-01-14T19:00:00+03:00,2024-01-14T19:00:00+03:00,2547.24
2024-01-14T20:00:00+03:00,2024-01-14T20:00:00+03:00,2215.01
2024-01-14T21:00:00+03:00,2024-01-14T21:00:00+03:00,1875.0
2024-01-14T22:00:00+03:00,2024-01-14T22:00:00+03:00,1800.0
2024-01-14T23:00:00+03:00,2024-01-14T23:00:00+03:00,1800.0
2024-01-15T00:00:00+03:00,2024-01-15T00:00:00+03:00,1650.12
2024-01-15T01:00:00+03:00,2024-01-15T01:00:00+03:00,700.0
2024-01-15T02:00:00+03:00,2024-01-15T02:00:00+03:00,940.88
2024-01-15T03:00:00+03:00,2024-01-15T03:00:00+03:00,1183.88
2024-01-15T04:00:00+03:00,2024-01-15T04:00:00+03:00,1000.01
2024-01-15T05:00:00+03:00,2024-01-15T05:00:00+03:00,1188.88
2024-01-15T06:00:00+03:00,2024-01-15T06:00:00+03:00,1600.0
2024-01-15T07:00:00+03:00,2024-01-15T07:00:00+03:00,2400.0
2024-01-15T08:00:00+03:00,2024-01-15T08:00:00+03:00,2694.05
2024-01-15T09:00:00+03:00,2024-01-15T09:00:00+03:00,2698.01
2024-01-15T10:00:00+03:00,2024-01-15T10:00:00+03:00,2696.51
2024-01-15T11:00:00+03:00,2024-01-15T11:00:00+03:00,2696.51
2024-01-15T12:00:00+03:00,2024-01-15T12:00:00+03:00,2693.02
2024-01-15T13:00:00+03:00,2024-01-15T13:00:00+03:00,2693.01
2024-01-15T14:00:00+03:00,2024-01-15T14:00:00+03:00,2694.03
2024-01-15T15:00:00+03:00,2024-01-15T15:00:00+03:00,2694.0
2024-01-15T16:00:00+03:00,2024-01-15T16:00:00+03:00,2694.0
2024-01-15T17:00:00+03:00,2024-01-15T17:00:00+03:00,2700.0
2024-01-15T18:00:00+03:00,2024-01-15T18:00:00+03:00,2694.03
2024-01-15T19:00:00+03:00,2024-01-15T19:00:00+03:00,2677.8
2024-01-15T20:00:00+03:00,2024-01-15T20:00:00+03:00,2375.0
2024-01-15T21:00:00+03:00,2024-01-15T21:00:00+03:00,2415.31
2024-01-15T22:00:00+03:00,2024-01-15T22:00:00+03:00,1800.0
2024-01-15T23:00:00+03:00,2024-01-15T23:00:00+03:00,700.0
2024-01-16T00:00:00+03:00,2024-01-16T00:00:00+03:00,1449.99
2024-01-16T01:00:00+03:00,2024-01-16T01:00:00+03:00,1248.98
2024-01-16T02:00:00+03:00,2024-01-16T02:00:00+03:00,1057.0
2024-01-16T03:00:00+03:00,2024-01-16T03:00:00+03:00,1178.0
2024-01-16T04:00:00+03:00,2024-01-16T04:00:00+03:00,1178.0
2024-01-16T05:00:00+03:00,2024-01-16T05:00:00+03:00,1450.67
2024-01-16T06:00:00+03:00,2024-01-16T06:00:00+03:00,1178.0
2024-01-16T07:00:00+03:00,2024-01-16T07:00:00+03:00,2000.0
2024-01-16T08:00:00+03:00,2024-01-16T08:00:00+03:00,2690.0
2024-01-16T09:00:00+03:00,2024-01-16T09:00:00+03:00,2693.0
2024-01-16T10:00:00+03:00,2024-01-16T10:00:00+03:00,2598.76
2024-01-16T11:00:00+03:00,2024-01-16T11:00:00+03:00,2694.03
2024-01-16T12:00:00+03:00,2024-01-16T12:00:00+03:00,2693.0
2024-01-16T13:00:00+03:00,2024-01-16T13:00:00+03:00,2694.04
2024-01-16T14:00:00+03:00,2024-01-16T14:00:00+03:00,2694.05
2024-01-16T15:00:00+03:00,2024-01-16T15:00:00+03:00,2693.02
2024-01-16T16:00:00+03:00,2024-01-16T16:00:00+03:00,2693.02
2024-01-16T17:00:00+03:00,2024-01-16T17:00:00+03:00,2700.0
2024-01-16T18:00:00+03:00,2024-01-16T18:00:00+03:00,2693.02
2024-01-16T19:00:00+03:00,2024-01-16T19:00:00+03:00,2010.0
2024-01-16T20:00:00+03:00,2024-01-16T20:00:00+03:00,1751.0
2024-01-16T21:00:00+03:00,2024-01-16T21:00:00+03:00,2000.0
2024-01-16T22:00:00+03:00,2024-01-16T22:00:00+03:00,2000.01
2024-01-16T23:00:00+03:00,2024-01-16T23:00:00+03:00,1890.23
2024-01-17T00:00:00+03:00,2024-01-17T00:00:00+03:00,1875.0
2024-01-17T01:00:00+03:00,2024-01-17T01:00:00+03:00,1878.0
2024-01-17T02:00:00+03:00,2024-01-17T02:00:00+03:00,1751.0
2024-01-17T03:00:00+03:00,2024-01-17T03:00:00+03:00,1751.0
2024-01-17T04:00:00+03:00,2024-01-17T04:00:00+03:00,1918.0
2024-01-17T05:00:00+03:00,2024-01-17T05:00:00+03:00,1751.0
2024-01-17T06:00:00+03:00,2024-01-17T06:00:00+03:00,1700.0
2024-01-17T07:00:00+03:00,2024-01-17T07:00:00+03:00,1751.0
2024-01-17T08:00:00+03:00,2024-01-17T08:00:00+03:00,2100.0
2024-01-17T09:00:00+03:00,2024-01-17T09:00:00+03:00,2700.0
2024-01-17T10:00:00+03:00,2024-01-17T10:00:00+03:00,2700.0
2024-01-17T11:00:00+03:00,2024-01-17T11:00:00+03:00,2700.0
2024-01-17T12:00:00+03:00,2024-01-17T12:00:00+03:00,2641.77
2024-01-17T13:00:00+03:00,2024-01-17T13:00:00+03:00,2136.29
2024-01-17T14:00:00+03:00,2024-01-17T14:00:00+03:00,2000.0
2024-01-17T15:00:00+03:00,2024-01-17T15:00:00+03:00,1700.0
2024-01-17T16:00:00+03:00,2024-01-17T16:00:00+03:00,1751.0
2024-01-17T17:00:00+03:00,2024-01-17T17:00:00+03:00,2700.0
2024-01-17T18:00:00+03:00,2024-01-17T18:00:00+03:00,2700.0
2024-01-17T19:00:00+03:00,2024-01-17T19:00:00+03:00,2674.92
2024-01-17T20:00:00+03:00,2024-01-17T20:00:00+03:00,2499.99
2024-01-17T21:00:00+03:00,2024-01-17T21:00:00+03:00,2390.24
2024-01-17T22:00:00+03:00,2024-01-17T22:00:00+03:00,2380.0
2024-01-17T23:00:00+03:00,2024-01-17T23:00:00+03:00,2350.0
2024-01-18T00:00:00+03:00,2024-01-18T00:00:00+03:00,2452.0
2024-01-18T01:00:00+03:00,2024-01-18T01:00:00+03:00,2693.0
2024-01-18T02:00:00+03:00,2024-01-18T02:00:00+03:00,1900.0
2024-01-18T03:00:00+03:00,2024-01-18T03:00:00+03:00,1440.39
2024-01-18T04:00:00+03:00,2024-01-18T04:00:00+03:00,1233.61
2024-01-18T05:00:00+03:00,2024-01-18T05:00:00+03:00,1057.0
2024-01-18T06:00:00+03:00,2024-01-18T06:00:00+03:00,560.0
2024-01-18T07:00:00+03:00,2024-01-18T07:00:00+03:00,560.0
2024-01-18T08:00:00+03:00,2024-01-18T08:00:00+03:00,1700.0
2024-01-18T09:00:00+03:00,2024-01-18T09:00:00+03:00,2200.0
2024-01-18T10:00:00+03:00,2024-01-18T10:00:00+03:00,1600.0
2024-01-18T11:00:00+03:00,2024-01-18T11:00:00+03:00,1700.0
2024-01-18T12:00:00+03:00,2024-01-18T12:00:00+03:00,700.0
2024-01-18T13:00:00+03:00,2024-01-18T13:00:00+03:00,2250.0
2024-01-18T14:00:00+03:00,2024-01-18T14:00:00+03:00,1700.0
2024-01-18T15:00:00+03:00,2024-01-18T15:00:00+03:00,2228.28
2024-01-18T16:00:00+03:00,2024-01-18T16:00:00+03:00,2500.0
2024-01-18T17:00:00+03:00,2024-01-18T17:00:00+03:00,2693.0
2024-01-18T18:00:00+03:00,2024-01-18T18:00:00+03:00,1901.0
2024-01-18T19:00:00+03:00,2024-01-18T19:00:00+03:00,2040.0
2024-01-18T20:00:00+03:00,2024-01-18T20:00:00+03:00,2100.0
2024-01-18T21:00:00+03:00,2024-01-18T21:00:00+03:00,2000.0
2024-01-18T22:00:00+03:00,2024-01-18T22:00:00+03:00,560.0
2024-01-18T23:00:00+03:00,2024-01-18T23:00:00+03:00,300.0
2024-01-19T00:00:00+03:00,2024-01-19T00:00:00+03:00,560.0
2024-01-19T01:00:00+03:00,2024-01-19T01:00:00+03:00,852.61
2024-01-19T02:00:00+03:00,2024-01-19T02:00:00+03:00,700.0
2024-01-19T03:00:00+03:00,2024-01-19T03:00:00+03:00,900.0
2024-01-19T04:00:00+03:00,2024-01-19T04:00:00+03:00,1000.01
2024-01-19T05:00:00+03:00,2024-01-19T05:00:00+03:00,1229.62
2024-01-19T06:00:00+03:00,2024-01-19T06:00:00+03:00,1350.0
2024-01-19T07:00:00+03:00,2024-01-19T07:00:00+03:00,1489.0
2024-01-19T08:00:00+03:00,2024-01-19T08:00:00+03:00,1700.0
2024-01-19T09:00:00+03:00,2024-01-19T09:00:00+03:00,2693.02
2024-01-19T10:00:00+03:00,2024-01-19T10:00:00+03:00,2693.0
2024-01-19T11:00:00+03:00,2024-01-19T11:00:00+03:00,2693.01
2024-01-19T12:00:00+03:00,2024-01-19T12:00:00+03:00,1989.0
2024-01-19T13:00:00+03:00,2024-01-19T13:00:00+03:00,1188.0
2024-01-19T14:00:00+03:00,2024-01-19T14:00:00+03:00,2100.0
2024-01-19T15:00:00+03:00,2024-01-19T15:00:00+03:00,2300.0
2024-01-19T16:00:00+03:00,2024-01-19T16:00:00+03:00,1924.99
2024-01-19T17:00:00+03:00,2024-01-19T17:00:00+03:00,2090.0
2024-01-19T18:00:00+03:00,2024-01-19T18:00:00+03:00,2693.01
2024-01-19T19:00:00+03:00,2024-01-19T19:00:00+03:00,2400.0
2024-01-19T20:00:00+03:00,2024-01-19T20:00:00+03:00,1899.98
2024-01-19T21:00:00+03:00,2024-01-19T21:00:00+03:00,1850.0
2024-01-19T22:00:00+03:00,2024-01-19T22:00:00+03:00,1611.0
2024-01-19T23:00:00+03:00,2024-01-19T23:00:00+03:00,630.0
2024-01-20T00:00:00+03:00,2024-01-20T00:00:00+03:00,700.0
2024-01-20T01:00:00+03:00,2024-01-20T01:00:00+03:00,700.0
2024-01-20T02:00:00+03:00,2024-01-20T02:00:00+03:00,2100.0
2024-01-20T03:00:00+03:00,2024-01-20T03:00:00+03:00,1214.98
2024-01-20T04:00:00+03:00,2024-01-20T04:00:00+03:00,1225.01
2024-01-20T05:00:00+03:00,2024-01-20T05:00:00+03:00,1249.99
2024-01-20T06:00:00+03:00,2024-01-20T06:00:00+03:00,2127.83
2024-01-20T07:00:00+03:00,2024-01-20T07:00:00+03:00,700.0
2024-01-20T08:00:00+03:00,2024-01-20T08:00:00+03:00,700.0
2024-01-20T09:00:00+03:00,2024-01-20T09:00:00+03:00,2000.0
2024-01-20T10:00:00+03:00,2024-01-20T10:00:00+03:00,1280.0
2024-01-20T11:00:00+03:00,2024-01-20T11:00:00+03:00,1800.0
2024-01-20T12:00:00+03:00,2024-01-20T12:00:00+03:00,1502.32
2024-01-20T13:00:00+03:00,2024-01-20T13:00:00+03:00,1999.99
2024-01-20T14:00:00+03:00,2024-01-20T14:00:00+03:00,2200.0
2024-01-20T15:00:00+03:00,2024-01-20T15:00:00+03:00,2399.99
2024-01-20T16:00:00+03:00,2024-01-20T16:00:00+03:00,2162.87
2024-01-20T17:00:00+03:00,2024-01-20T17:00:00+03:00,1550.0
2024-01-20T18:00:00+03:00,2024-01-20T18:00:00+03:00,1999.0
2024-01-20T19:00:00+03:00,2024-01-20T19:00:00+03:00,2100.0
2024-01-20T20:00:00+03:00,2024-01-20T20:00:00+03:00,1389.0
2024-01-20T21:00:00+03:00,2024-01-20T21:00:00+03:00,1755.0
2024-01-20T22:00:00+03:00,2024-01-20T22:00:00+03:00,700.0
2024-01-20T23:00:00+03:00,2024-01-20T23:00:00+03:00,1175.38
2024-01-21T00:00:00+03:00,2024-01-21T00:00:00+03:00,1446.75
2024-01-21T01:00:00+03:00,2024-01-21T01:00:00+03:00,1592.0
2024-01-21T02:00:00+03:00,2024-01-21T02:00:00+03:00,1592.0
2024-01-21T03:00:00+03:00,2024-01-21T03:00:00+03:00,1446.75
2024-01-21T04:00:00+03:00,2024-01-21T04:00:00+03:00,1250.67
2024-01-21T05:00:00+03:00,2024-01-21T05:00:00+03:00,1446.75
2024-01-21T06:00:00+03:00,2024-01-21T06:00:00+03:00,1700.0
2024-01-21T07:00:00+03:00,2024-01-21T07:00:00+03:00,1592.0
2024-01-21T08:00:00+03:00,2024-01-21T08:00:00+03:00,779.99
2024-01-21T09:00:00+03:00,2024-01-21T09:00:00+03:00,1247.98
2024-01-21T10:00:00+03:00,2024-01-21T10:00:00+03:00,1349.99
2024-01-21T11:00:00+03:00,2024-01-21T11:00:00+03:00,1900.0
2024-01-21T12:00:00+03:00,2024-01-21T12:00:00+03:00,2050.0
2024-01-21T13:00:00+03:00,2024-01-21T13:00:00+03:00,2400.0
2024-01-21T14:00:00+03:00,2024-01-21T14:00:00+03:00,2500.0
2024-01-21T15:00:00+03:00,2024-01-21T15:00:00+03:00,2500.0
2024-01-21T16:00:00+03:00,2024-01-21T16:00:00+03:00,2498.3
2024-01-21T17:00:00+03:00,2024-01-21T17:00:00+03:00,2500.0
2024-01-21T18:00:00+03:00,2024-01-21T18:00:00+03:00,2600.0
2024-01-21T19:00:00+03:00,2024-01-21T19:00:00+03:00,2541.92
2024-01-21T20:00:00+03:00,2024-01-21T20:00:00+03:00,2400.0
2024-01-21T21:00:00+03:00,2024-01-21T21:00:00+03:00,1247.99
2024-01-21T22:00:00+03:00,2024-01-21T22:00:00+03:00,1000.0
2024-01-21T23:00:00+03:00,2024-01-21T23:00:00+03:00,1350.0
2024-01-22T00:00:00+03:00,2024-01-22T00:00:00+03:00,1247.98
2024-01-22T01:00:00+03:00,2024-01-22T01:00:00+03:00,900.0
2024-01-22T02:00:00+03:00,2024-01-22T02:00:00+03:00,200.0
2024-01-22T03:00:00+03:00,2024-01-22T03:00:00+03:00,199.87
2024-01-22T04:00:00+03:00,2024-01-22T04:00:00+03:00,175.99
2024-01-22T05:00:00+03:00,2024-01-22T05:00:00+03:00,498.0
2024-01-22T06:00:00+03:00,2024-01-22T06:00:00+03:00,1142.0
2024-01-22T07:00:00+03:00,2024-01-22T07:00:00+03:00,1446.75
2024-01-22T08:00:00+03:00,2024-01-22T08:00:00+03:00,2693.01
2024-01-22T09:00:00+03:00,2024-01-22T09:00:00+03:00,2695.01
2024-01-22T10:00:00+03:00,2024-01-22T10:00:00+03:00,2694.0
2024-01-22T11:00:00+03:00,2024-01-22T11:00:00+03:00,2693.01
2024-01-22T12:00:00+03:00,2024-01-22T12:00:00+03:00,2098.0
2024-01-22T13:00:00+03:00,2024-01-22T13:00:00+03:00,2690.0
2024-01-22T14:00:00+03:00,2024-01-22T14:00:00+03:00,2600.0
2024-01-22T15:00:00+03:00,2024-01-22T15:00:00+03:00,2298.0
2024-01-22T16:00:00+03:00,2024-01-22T16:00:00+03:00,2548.0
2024-01-22T17:00:00+03:00,2024-01-22T17:00:00+03:00,2693.0
2024-01-22T18:00:00+03:00,2024-01-22T18:00:00+03:00,2590.0
2024-01-22T19:00:00+03:00,2024-01-22T19:00:00+03:00,1895.0
2024-01-22T20:00:00+03:00,2024-01-22T20:00:00+03:00,2103.99
2024-01-22T21:00:00+03:00,2024-01-22T21:00:00+03:00,2298.9
2024-01-22T22:00:00+03:00,2024-01-22T22:00:00+03:00,2269.99
2024-01-22T23:00:00+03:00,2024-01-22T23:00:00+03:00,2194.0
2024-01-23T00:00:00+03:00,2024-01-23T00:00:00+03:00,2438.0
2024-01-23T01:00:00+03:00,2024-01-23T01:00:00+03:00,2500.0
2024-01-23T02:00:00+03:00,2024-01-23T02:00:00+03:00,2500.0
2024-01-23T03:00:00+03:00,2024-01-23T03:00:00+03:00,1900.0
2024-01-23T04:00:00+03:00,2024-01-23T04:00:00+03:00,1248.99
2024-01-23T05:00:00+03:00,2024-01-23T05:00:00+03:00,1738.01
2024-01-23T06:00:00+03:00,2024-01-23T06:00:00+03:00,2438.0
2024-01-23T07:00:00+03:00,2024-01-23T07:00:00+03:00,2689.99
2024-01-23T08:00:00+03:00,2024-01-23T08:00:00+03:00,2693.0
2024-01-23T09:00:00+03:00,2024-01-23T09:00:00+03:00,2695.02
2024-01-23T10:00:00+03:00,2024-01-23T10:00:00+03:00,2695.0
2024-01-23T11:00:00+03:00,2024-01-23T11:00:00+03:00,2695.01
2024-01-23T12:00:00+03:00,2024-01-23T12:00:00+03:00,2600.0
2024-01-23T13:00:00+03:00,2024-01-23T13:00:00+03:00,2689.99
2024-01-23T14:00:00+03:00,2024-01-23T14:00:00+03:00,2693.0
2024-01-23T15:00:00+03:00,2024-01-23T15:00:00+03:00,2693.02
2024-01-23T16:00:00+03:00,2024-01-23T16:00:00+03:00,2694.0
2024-01-23T17:00:00+03:00,2024-01-23T17:00:00+03:00,2700.0
2024-01-23T18:00:00+03:00,2024-01-23T18:00:00+03:00,2700.0
2024-01-23T19:00:00+03:00,2024-01-23T19:00:00+03:00,2689.99
2024-01-23T20:00:00+03:00,2024-01-23T20:00:00+03:00,2100.0
2024-01-23T21:00:00+03:00,2024-01-23T21:00:00+03:00,2398.99
2024-01-23T22:00:00+03:00,2024-01-23T22:00:00+03:00,1800.0
2024-01-23T23:00:00+03:00,2024-01-23T23:00:00+03:00,2274.99
2024-01-24T00:00:00+03:00,2024-01-24T00:00:00+03:00,1800.0
2024-01-24T01:00:00+03:00,2024-01-24T01:00:00+03:00,2344.0
2024-01-24T02:00:00+03:00,2024-01-24T02:00:00+03:00,750.0
2024-01-24T03:00:00+03:00,2024-01-24T03:00:00+03:00,560.0
2024-01-24T04:00:00+03:00,2024-01-24T04:00:00+03:00,500.0
2024-01-24T05:00:00+03:00,2024-01-24T05:00:00+03:00,500.0
2024-01-24T06:00:00+03:00,2024-01-24T06:00:00+03:00,560.0
2024-01-24T07:00:00+03:00,2024-01-24T07:00:00+03:00,700.0
2024-01-24T08:00:00+03:00,2024-01-24T08:00:00+03:00,2689.98
2024-01-24T09:00:00+03:00,2024-01-24T09:00:00+03:00,2693.02
2024-01-24T10:00:00+03:00,2024-01-24T10:00:00+03:00,2689.98
2024-01-24T11:00:00+03:00,2024-01-24T11:00:00+03:00,2350.0
2024-01-24T12:00:00+03:00,2024-01-24T12:00:00+03:00,630.0
2024-01-24T13:00:00+03:00,2024-01-24T13:00:00+03:00,500.0
2024-01-24T14:00:00+03:00,2024-01-24T14:00:00+03:00,560.0
2024-01-24T15:00:00+03:00,2024-01-24T15:00:00+03:00,630.0
2024-01-24T16:00:00+03:00,2024-01-24T16:00:00+03:00,1969.0
2024-01-24T17:00:00+03:00,2024-01-24T17:00:00+03:00,2150.0
2024-01-24T18:00:00+03:00,2024-01-24T18:00:00+03:00,2700.0
2024-01-24T19:00:00+03:00,2024-01-24T19:00:00+03:00,2549.99
2024-01-24T20:00:00+03:00,2024-01-24T20:00:00+03:00,2100.0
2024-01-24T21:00:00+03:00,2024-01-24T21:00:00+03:00,2388.99
2024-01-24T22:00:00+03:00,2024-01-24T22:00:00+03:00,2245.59
2024-01-24T23:00:00+03:00,2024-01-24T23:00:00+03:00,2294.19
2024-01-25T00:00:00+03:00,2024-01-25T00:00:00+03:00,2200.0
2024-01-25T01:00:00+03:00,2024-01-25T01:00:00+03:00,2001.12
2024-01-25T02:00:00+03:00,2024-01-25T02:00:00+03:00,2189.19
2024-01-25T03:00:00+03:00,2024-01-25T03:00:00+03:00,2149.99
2024-01-25T04:00:00+03:00,2024-01-25T04:00:00+03:00,1999.89
2024-01-25T05:00:00+03:00,2024-01-25T05:00:00+03:00,2050.0
2024-01-25T06:00:00+03:00,2024-01-25T06:00:00+03:00,1751.0
2024-01-25T07:00:00+03:00,2024-01-25T07:00:00+03:00,2400.0
2024-01-25T08:00:00+03:00,2024-01-25T08:00:00+03:00,1800.0
2024-01-25T09:00:00+03:00,2024-01-25T09:00:00+03:00,2482.19
2024-01-25T10:00:00+03:00,2024-01-25T10:00:00+03:00,1800.0
2024-01-25T11:00:00+03:00,2024-01-25T11:00:00+03:00,1618.0
2024-01-25T12:00:00+03:00,2024-01-25T12:00:00+03:00,1500.0
2024-01-25T13:00:00+03:00,2024-01-25T13:00:00+03:00,1751.0
2024-01-25T14:00:00+03:00,2024-01-25T14:00:00+03:00,2000.0
2024-01-25T15:00:00+03:00,2024-01-25T15:00:00+03:00,2282.0
