date,hour,systemMarginalPrice
2021-01-28T03:00:00+03:00,2021-01-28T03:00:00+03:00,290.66
2021-01-28T04:00:00+03:00,2021-01-28T04:00:00+03:00,299.99
2021-01-28T05:00:00+03:00,2021-01-28T05:00:00+03:00,310.0
2021-01-28T06:00:00+03:00,2021-01-28T06:00:00+03:00,312.73
2021-01-28T07:00:00+03:00,2021-01-28T07:00:00+03:00,316.65
2021-01-28T08:00:00+03:00,2021-01-28T08:00:00+03:00,235.0
2021-01-28T09:00:00+03:00,2021-01-28T09:00:00+03:00,260.0
2021-01-28T10:00:00+03:00,2021-01-28T10:00:00+03:00,260.0
2021-01-28T11:00:00+03:00,2021-01-28T11:00:00+03:00,335.6
2021-01-28T12:00:00+03:00,2021-01-28T12:00:00+03:00,330.65
2021-01-28T13:00:00+03:00,2021-01-28T13:00:00+03:00,331.5
2021-01-28T14:00:00+03:00,2021-01-28T14:00:00+03:00,333.45
2021-01-28T15:00:00+03:00,2021-01-28T15:00:00+03:00,334.22
2021-01-28T16:00:00+03:00,2021-01-28T16:00:00+03:00,335.09
2021-01-28T17:00:00+03:00,2021-01-28T17:00:00+03:00,338.07
2021-01-28T18:00:00+03:00,2021-01-28T18:00:00+03:00,334.18
2021-01-28T19:00:00+03:00,2021-01-28T19:00:00+03:00,334.05
2021-01-28T20:00:00+03:00,2021-01-28T20:00:00+03:00,279.0
2021-01-28T21:00:00+03:00,2021-01-28T21:00:00+03:00,275.0
2021-01-28T22:00:00+03:00,2021-01-28T22:00:00+03:00,272.0
2021-01-28T23:00:00+03:00,2021-01-28T23:00:00+03:00,317.95
2021-01-29T00:00:00+03:00,2021-01-29T00:00:00+03:00,328.79
2021-01-29T01:00:00+03:00,2021-01-29T01:00:00+03:00,334.99
2021-01-29T02:00:00+03:00,2021-01-29T02:00:00+03:00,329.99
2021-01-29T03:00:00+03:00,2021-01-29T03:00:00+03:00,310.31
2021-01-29T04:00:00+03:00,2021-01-29T04:00:00+03:00,290.0
2021-01-29T05:00:00+03:00,2021-01-29T05:00:00+03:00,300.0
2021-01-29T06:00:00+03:00,2021-01-29T06:00:00+03:00,309.99
2021-01-29T07:00:00+03:00,2021-01-29T07:00:00+03:00,335.3
2021-01-29T08:00:00+03:00,2021-01-29T08:00:00+03:00,338.96
2021-01-29T09:00:00+03:00,2021-01-29T09:00:00+03:00,380.0
2021-01-29T10:00:00+03:00,2021-01-29T10:00:00+03:00,383.54
2021-01-29T11:00:00+03:00,2021-01-29T11:00:00+03:00,383.61
2021-01-29T12:00:00+03:00,2021-01-29T12:00:00+03:00,403.0
2021-01-29T13:00:00+03:00,2021-01-29T13:00:00+03:00,360.99
2021-01-29T14:00:00+03:00,2021-01-29T14:00:00+03:00,353.57
2021-01-29T15:00:00+03:00,2021-01-29T15:00:00+03:00,337.02
2021-01-29T16:00:00+03:00,2021-01-29T16:00:00+03:00,314.63
2021-01-29T17:00:00+03:00,2021-01-29T17:00:00+03:00,316.0
2021-01-29T18:00:00+03:00,2021-01-29T18:00:00+03:00,236.7
2021-01-29T19:00:00+03:00,2021-01-29T19:00:00+03:00,307.56
2021-01-29T20:00:00+03:00,2021-01-29T20:00:00+03:00,258.0
2021-01-29T21:00:00+03:00,2021-01-29T21:00:00+03:00,221.34
2021-01-29T22:00:00+03:00,2021-01-29T22:00:00+03:00,229.0
2021-01-29T23:00:00+03:00,2021-01-29T23:00:00+03:00,224.0
2021-01-30T00:00:00+03:00,2021-01-30T00:00:00+03:00,302.3
2021-01-30T01:00:00+03:00,2021-01-30T01:00:00+03:00,264.32
2021-01-30T02:00:00+03:00,2021-01-30T02:00:00+03:00,239.0
2021-01-30T03:00:00+03:00,2021-01-30T03:00:00+03:00,255.0
2021-01-30T04:00:00+03:00,2021-01-30T04:00:00+03:00,239.0
2021-01-30T05:00:00+03:00,2021-01-30T05:00:00+03:00,230.29
2021-01-30T06:00:00+03:00,2021-01-30T06:00:00+03:00,209.0
2021-01-30T07:00:00+03:00,2021-01-30T07:00:00+03:00,216.45
2021-01-30T08:00:00+03:00,2021-01-30T08:00:00+03:00,252.63
2021-01-30T09:00:00+03:00,2021-01-30T09:00:00+03:00,270.0
2021-01-30T10:00:00+03:00,2021-01-30T10:00:00+03:00,270.0
2021-01-30T11:00:00+03:00,2021-01-30T11:00:00+03:00,300.0
2021-01-30T12:00:00+03:00,2021-01-30T12:00:00+03:00,287.01
2021-01-30T13:00:00+03:00,2021-01-30T13:00:00+03:00,334.87
2021-01-30T14:00:00+03:00,2021-01-30T14:00:00+03:00,350.0
2021-01-30T15:00:00+03:00,2021-01-30T15:00:00+03:00,353.0
2021-01-30T16:00:00+03:00,2021-01-30T16:00:00+03:00,360.0
2021-01-30T17:00:00+03:00,2021-01-30T17:00:00+03:00,357.0
2021-01-30T18:00:00+03:00,2021-01-30T18:00:00+03:00,322.11
2021-01-30T19:00:00+03:00,2021-01-30T19:00:00+03:00,321.42
2021-01-30T20:00:00+03:00,2021-01-30T20:00:00+03:00,312.48
2021-01-30T21:00:00+03:00,2021-01-30T21:00:00+03:00,300.25
2021-01-30T22:00:00+03:00,2021-01-30T22:00:00+03:00,298.29
2021-01-30T23:00:00+03:00,2021-01-30T23:00:00+03:00,305.97
2021-01-31T00:00:00+03:00,2021-01-31T00:00:00+03:00,295.0
2021-01-31T01:00:00+03:00,2021-01-31T01:00:00+03:00,311.39
2021-01-31T02:00:00+03:00,2021-01-31T02:00:00+03:00,298.34
2021-01-31T03:00:00+03:00,2021-01-31T03:00:00+03:00,270.0
2021-01-31T04:00:00+03:00,2021-01-31T04:00:00+03:00,270.0
2021-01-31T05:00:00+03:00,2021-01-31T05:00:00+03:00,270.0
2021-01-31T06:00:00+03:00,2021-01-31T06:00:00+03:00,270.0
2021-01-31T07:00:00+03:00,2021-01-31T07:00:00+03:00,259.32
2021-01-31T08:00:00+03:00,2021-01-31T08:00:00+03:00,196.9
2021-01-31T09:00:00+03:00,2021-01-31T09:00:00+03:00,196.9
2021-01-31T10:00:00+03:00,2021-01-31T10:00:00+03:00,209.0
2021-01-31T11:00:00+03:00,2021-01-31T11:00:00+03:00,234.0
2021-01-31T12:00:00+03:00,2021-01-31T12:00:00+03:00,218.37
2021-01-31T13:00:00+03:00,2021-01-31T13:00:00+03:00,220.0
2021-01-31T14:00:00+03:00,2021-01-31T14:00:00+03:00,220.0
2021-01-31T15:00:00+03:00,2021-01-31T15:00:00+03:00,196.9
2021-01-31T16:00:00+03:00,2021-01-31T16:00:00+03:00,196.9
2021-01-31T17:00:00+03:00,2021-01-31T17:00:00+03:00,220.0
2021-01-31T18:00:00+03:00,2021-01-31T18:00:00+03:00,220.0
2021-01-31T19:00:00+03:00,2021-01-31T19:00:00+03:00,245.0
2021-01-31T20:00:00+03:00,2021-01-31T20:00:00+03:00,220.0
2021-01-31T21:00:00+03:00,2021-01-31T21:00:00+03:00,220.0
2021-01-31T22:00:00+03:00,2021-01-31T22:00:00+03:00,220.11
2021-01-31T23:00:00+03:00,2021-01-31T23:00:00+03:00,270.0
2021-02-01T00:00:00+03:00,2021-02-01T00:00:00+03:00,296.29
2021-02-01T01:00:00+03:00,2021-02-01T01:00:00+03:00,265.0
2021-02-01T02:00:00+03:00,2021-02-01T02:00:00+03:00,150.57
2021-02-01T03:00:00+03:00,2021-02-01T03:00:00+03:00,195.0
2021-02-01T04:00:00+03:00,2021-02-01T04:00:00+03:00,190.0
2021-02-01T05:00:00+03:00,2021-02-01T05:00:00+03:00,196.0
2021-02-01T06:00:00+03:00,2021-02-01T06:00:00+03:00,199.61
2021-02-01T07:00:00+03:00,2021-02-01T07:00:00+03:00,181.01
2021-02-01T08:00:00+03:00,2021-02-01T08:00:00+03:00,290.0
2021-02-01T09:00:00+03:00,2021-02-01T09:00:00+03:00,337.3
2021-02-01T10:00:00+03:00,2021-02-01T10:00:00+03:00,314.79
2021-02-01T11:00:00+03:00,2021-02-01T11:00:00+03:00,314.0
2021-02-01T12:00:00+03:00,2021-02-01T12:00:00+03:00,265.0
2021-02-01T13:00:00+03:00,2021-02-01T13:00:00+03:00,276.85
2021-02-01T14:00:00+03:00,2021-02-01T14:00:00+03:00,295.0
2021-02-01T15:00:00+03:00,2021-02-01T15:00:00+03:00,265.77
2021-02-01T16:00:00+03:00,2021-02-01T16:00:00+03:00,235.0
2021-02-01T17:00:00+03:00,2021-02-01T17:00:00+03:00,286.24
2021-02-01T18:00:00+03:00,2021-02-01T18:00:00+03:00,318.26
2021-02-01T19:00:00+03:00,2021-02-01T19:00:00+03:00,312.79
2021-02-01T20:00:00+03:00,2021-02-01T20:00:00+03:00,310.0
2021-02-01T21:00:00+03:00,2021-02-01T21:00:00+03:00,270.0
2021-02-01T22:00:00+03:00,2021-02-01T22:00:00+03:00,310.0
2021-02-01T23:00:00+03:00,2021-02-01T23:00:00+03:00,268.36
2021-02-02T00:00:00+03:00,2021-02-02T00:00:00+03:00,327.99
2021-02-02T01:00:00+03:00,2021-02-02T01:00:00+03:00,232.99
2021-02-02T02:00:00+03:00,2021-02-02T02:00:00+03:00,232.98
2021-02-02T03:00:00+03:00,2021-02-02T03:00:00+03:00,232.98
2021-02-02T04:00:00+03:00,2021-02-02T04:00:00+03:00,232.99
2021-02-02T05:00:00+03:00,2021-02-02T05:00:00+03:00,269.02
2021-02-02T06:00:00+03:00,2021-02-02T06:00:00+03:00,269.02
2021-02-02T07:00:00+03:00,2021-02-02T07:00:00+03:00,269.02
2021-02-02T08:00:00+03:00,2021-02-02T08:00:00+03:00,313.74
2021-02-02T09:00:00+03:00,2021-02-02T09:00:00+03:00,313.72
2021-02-02T10:00:00+03:00,2021-02-02T10:00:00+03:00,283.43
2021-02-02T11:00:00+03:00,2021-02-02T11:00:00+03:00,251.79
2021-02-02T12:00:00+03:00,2021-02-02T12:00:00+03:00,234.0
2021-02-02T13:00:00+03:00,2021-02-02T13:00:00+03:00,239.0
2021-02-02T14:00:00+03:00,2021-02-02T14:00:00+03:00,245.0
2021-02-02T15:00:00+03:00,2021-02-02T15:00:00+03:00,245.0
2021-02-02T16:00:00+03:00,2021-02-02T16:00:00+03:00,234.0
2021-02-02T17:00:00+03:00,2021-02-02T17:00:00+03:00,285.0
2021-02-02T18:00:00+03:00,2021-02-02T18:00:00+03:00,244.5
2021-02-02T19:00:00+03:00,2021-02-02T19:00:00+03:00,240.4
2021-02-02T20:00:00+03:00,2021-02-02T20:00:00+03:00,245.0
2021-02-02T21:00:00+03:00,2021-02-02T21:00:00+03:00,239.0
2021-02-02T22:00:00+03:00,2021-02-02T22:00:00+03:00,239.0
2021-02-02T23:00:00+03:00,2021-02-02T23:00:00+03:00,237.0
2021-02-03T00:00:00+03:00,2021-02-03T00:00:00+03:00,229.0
2021-02-03T01:00:00+03:00,2021-02-03T01:00:00+03:00,209.0
2021-02-03T02:00:00+03:00,2021-02-03T02:00:00+03:00,209.0
2021-02-03T03:00:00+03:00,2021-02-03T03:00:00+03:00,220.32
2021-02-03T04:00:00+03:00,2021-02-03T04:00:00+03:00,209.0
2021-02-03T05:00:00+03:00,2021-02-03T05:00:00+03:00,209.0
2021-02-03T06:00:00+03:00,2021-02-03T06:00:00+03:00,239.0
2021-02-03T07:00:00+03:00,2021-02-03T07:00:00+03:00,245.0
2021-02-03T08:00:00+03:00,2021-02-03T08:00:00+03:00,239.0
2021-02-03T09:00:00+03:00,2021-02-03T09:00:00+03:00,274.08
2021-02-03T10:00:00+03:00,2021-02-03T10:00:00+03:00,245.0
2021-02-03T11:00:00+03:00,2021-02-03T11:00:00+03:00,260.0
2021-02-03T12:00:00+03:00,2021-02-03T12:00:00+03:00,239.0
2021-02-03T13:00:00+03:00,2021-02-03T13:00:00+03:00,235.0
2021-02-03T14:00:00+03:00,2021-02-03T14:00:00+03:00,235.0
2021-02-03T15:00:00+03:00,2021-02-03T15:00:00+03:00,239.0
2021-02-03T16:00:00+03:00,2021-02-03T16:00:00+03:00,230.0
2021-02-03T17:00:00+03:00,2021-02-03T17:00:00+03:00,225.0
2021-02-03T18:00:00+03:00,2021-02-03T18:00:00+03:00,235.0
2021-02-03T19:00:00+03:00,2021-02-03T19:00:00+03:00,243.7
2021-02-03T20:00:00+03:00,2021-02-03T20:00:00+03:00,245.0
2021-02-03T21:00:00+03:00,2021-02-03T21:00:00+03:00,252.4
2021-02-03T22:00:00+03:00,2021-02-03T22:00:00+03:00,245.0
2021-02-03T23:00:00+03:00,2021-02-03T23:00:00+03:00,238.0
2021-02-04T00:00:00+03:00,2021-02-04T00:00:00+03:00,239.0
2021-02-04T01:00:00+03:00,2021-02-04T01:00:00+03:00,239.0
2021-02-04T02:00:00+03:00,2021-02-04T02:00:00+03:00,209.0
2021-02-04T03:00:00+03:00,2021-02-04T03:00:00+03:00,201.0
2021-02-04T04:00:00+03:00,2021-02-04T04:00:00+03:00,194.02
2021-02-04T05:00:00+03:00,2021-02-04T05:00:00+03:00,194.02
2021-02-04T06:00:00+03:00,2021-02-04T06:00:00+03:00,196.9
2021-02-04T07:00:00+03:00,2021-02-04T07:00:00+03:00,204.02
2021-02-04T08:00:00+03:00,2021-02-04T08:00:00+03:00,230.01
2021-02-04T09:00:00+03:00,2021-02-04T09:00:00+03:00,235.0
2021-02-04T10:00:00+03:00,2021-02-04T10:00:00+03:00,235.0
2021-02-04T11:00:00+03:00,2021-02-04T11:00:00+03:00,235.0
2021-02-04T12:00:00+03:00,2021-02-04T12:00:00+03:00,215.0
2021-02-04T13:00:00+03:00,2021-02-04T13:00:00+03:00,225.0
2021-02-04T14:00:00+03:00,2021-02-04T14:00:00+03:00,235.9
2021-02-04T15:00:00+03:00,2021-02-04T15:00:00+03:00,236.6
2021-02-04T16:00:00+03:00,2021-02-04T16:00:00+03:00,225.0
2021-02-04T17:00:00+03:00,2021-02-04T17:00:00+03:00,204.02
2021-02-04T18:00:00+03:00,2021-02-04T18:00:00+03:00,230.01
2021-02-04T19:00:00+03:00,2021-02-04T19:00:00+03:00,239.0
2021-02-04T20:00:00+03:00,2021-02-04T20:00:00+03:00,245.0
2021-02-04T21:00:00+03:00,2021-02-04T21:00:00+03:00,241.5
2021-02-04T22:00:00+03:00,2021-02-04T22:00:00+03:00,239.2
2021-02-04T23:00:00+03:00,2021-02-04T23:00:00+03:00,261.81
2021-02-05T00:00:00+03:00,2021-02-05T00:00:00+03:00,308.99
2021-02-05T01:00:00+03:00,2021-02-05T01:00:00+03:00,270.0
2021-02-05T02:00:00+03:00,2021-02-05T02:00:00+03:00,270.0
2021-02-05T03:00:00+03:00,2021-02-05T03:00:00+03:00,247.99
2021-02-05T04:00:00+03:00,2021-02-05T04:00:00+03:00,220.11
2021-02-05T05:00:00+03:00,2021-02-05T05:00:00+03:00,219.99
2021-02-05T06:00:00+03:00,2021-02-05T06:00:00+03:00,220.11
2021-02-05T07:00:00+03:00,2021-02-05T07:00:00+03:00,245.0
2021-02-05T08:00:00+03:00,2021-02-05T08:00:00+03:00,316.77
2021-02-05T09:00:00+03:00,2021-02-05T09:00:00+03:00,320.01
2021-02-05T10:00:00+03:00,2021-02-05T10:00:00+03:00,334.2
2021-02-05T11:00:00+03:00,2021-02-05T11:00:00+03:00,344.75
2021-02-05T12:00:00+03:00,2021-02-05T12:00:00+03:00,329.0
2021-02-05T13:00:00+03:00,2021-02-05T13:00:00+03:00,240.11
2021-02-05T14:00:00+03:00,2021-02-05T14:00:00+03:00,306.65
2021-02-05T15:00:00+03:00,2021-02-05T15:00:00+03:00,313.12
2021-02-05T16:00:00+03:00,2021-02-05T16:00:00+03:00,290.11
2021-02-05T17:00:00+03:00,2021-02-05T17:00:00+03:00,280.0
2021-02-05T18:00:00+03:00,2021-02-05T18:00:00+03:00,295.0
2021-02-05T19:00:00+03:00,2021-02-05T19:00:00+03:00,324.84
2021-02-05T20:00:00+03:00,2021-02-05T20:00:00+03:00,320.07
2021-02-05T21:00:00+03:00,2021-02-05T21:00:00+03:00,317.23
2021-02-05T22:00:00+03:00,2021-02-05T22:00:00+03:00,315.0
2021-02-05T23:00:00+03:00,2021-02-05T23:00:00+03:00,352.22
2021-02-06T00:00:00+03:00,2021-02-06T00:00:00+03:00,337.99
2021-02-06T01:00:00+03:00,2021-02-06T01:00:00+03:00,331.76
2021-02-06T02:00:00+03:00,2021-02-06T02:00:00+03:00,322.01
2021-02-06T03:00:00+03:00,2021-02-06T03:00:00+03:00,255.0
2021-02-06T04:00:00+03:00,2021-02-06T04:00:00+03:00,255.0
2021-02-06T05:00:00+03:00,2021-02-06T05:00:00+03:00,251.12
2021-02-06T06:00:00+03:00,2021-02-06T06:00:00+03:00,251.99
2021-02-06T07:00:00+03:00,2021-02-06T07:00:00+03:00,250.0
2021-02-06T08:00:00+03:00,2021-02-06T08:00:00+03:00,290.34
2021-02-06T09:00:00+03:00,2021-02-06T09:00:00+03:00,239.0
2021-02-06T10:00:00+03:00,2021-02-06T10:00:00+03:00,202.0
2021-02-06T11:00:00+03:00,2021-02-06T11:00:00+03:00,233.0
2021-02-06T12:00:00+03:00,2021-02-06T12:00:00+03:00,217.99
2021-02-06T13:00:00+03:00,2021-02-06T13:00:00+03:00,220.0
2021-02-06T14:00:00+03:00,2021-02-06T14:00:00+03:00,233.29
2021-02-06T15:00:00+03:00,2021-02-06T15:00:00+03:00,232.99
2021-02-06T16:00:00+03:00,2021-02-06T16:00:00+03:00,230.0
2021-02-06T17:00:00+03:00,2021-02-06T17:00:00+03:00,245.0
2021-02-06T18:00:00+03:00,2021-02-06T18:00:00+03:00,265.9
2021-02-06T19:00:00+03:00,2021-02-06T19:00:00+03:00,310.44
2021-02-06T20:00:00+03:00,2021-02-06T20:00:00+03:00,309.3
2021-02-06T21:00:00+03:00,2021-02-06T21:00:00+03:00,306.67
2021-02-06T22:00:00+03:00,2021-02-06T22:00:00+03:00,270.29
2021-02-06T23:00:00+03:00,2021-02-06T23:00:00+03:00,262.04
2021-02-07T00:00:00+03:00,2021-02-07T00:00:00+03:00,313.99
2021-02-07T01:00:00+03:00,2021-02-07T01:00:00+03:00,243.99
2021-02-07T02:00:00+03:00,2021-02-07T02:00:00+03:00,233.99
2021-02-07T03:00:00+03:00,2021-02-07T03:00:00+03:00,253.13
2021-02-07T04:00:00+03:00,2021-02-07T04:00:00+03:00,209.0
2021-02-07T05:00:00+03:00,2021-02-07T05:00:00+03:00,279.34
2021-02-07T06:00:00+03:00,2021-02-07T06:00:00+03:00,262.99
2021-02-07T07:00:00+03:00,2021-02-07T07:00:00+03:00,209.0
2021-02-07T08:00:00+03:00,2021-02-07T08:00:00+03:00,10.0
2021-02-07T09:00:00+03:00,2021-02-07T09:00:00+03:00,10.0
2021-02-07T10:00:00+03:00,2021-02-07T10:00:00+03:00,10.0
2021-02-07T11:00:00+03:00,2021-02-07T11:00:00+03:00,173.19
2021-02-07T12:00:00+03:00,2021-02-07T12:00:00+03:00,183.19
2021-02-07T13:00:00+03:00,2021-02-07T13:00:00+03:00,196.49
2021-02-07T14:00:00+03:00,2021-02-07T14:00:00+03:00,228.99
2021-02-07T15:00:00+03:00,2021-02-07T15:00:00+03:00,226.13
2021-02-07T16:00:00+03:00,2021-02-07T16:00:00+03:00,222.02
2021-02-07T17:00:00+03:00,2021-02-07T17:00:00+03:00,293.0
2021-02-07T18:00:00+03:00,2021-02-07T18:00:00+03:00,349.05
2021-02-07T19:00:00+03:00,2021-02-07T19:00:00+03:00,371.86
2021-02-07T20:00:00+03:00,2021-02-07T20:00:00+03:00,360.0
2021-02-07T21:00:00+03:00,2021-02-07T21:00:00+03:00,289.99
2021-02-07T22:00:00+03:00,2021-02-07T22:00:00+03:00,275.98
2021-02-07T23:00:00+03:00,2021-02-07T23:00:00+03:00,264.02
2021-02-08T00:00:00+03:00,2021-02-08T00:00:00+03:00,309.0
2021-02-08T01:00:00+03:00,2021-02-08T01:00:00+03:00,232.99
2021-02-08T02:00:00+03:00,2021-02-08T02:00:00+03:00,219.68
2021-02-08T03:00:00+03:00,2021-02-08T03:00:00+03:00,232.43
2021-02-08T04:00:00+03:00,2021-02-08T04:00:00+03:00,200.0
2021-02-08T05:00:00+03:00,2021-02-08T05:00:00+03:00,230.01
2021-02-08T06:00:00+03:00,2021-02-08T06:00:00+03:00,232.99
2021-02-08T07:00:00+03:00,2021-02-08T07:00:00+03:00,255.0
2021-02-08T08:00:00+03:00,2021-02-08T08:00:00+03:00,330.0
2021-02-08T09:00:00+03:00,2021-02-08T09:00:00+03:00,333.99
2021-02-08T10:00:00+03:00,2021-02-08T10:00:00+03:00,329.0
2021-02-08T11:00:00+03:00,2021-02-08T11:00:00+03:00,351.0
2021-02-08T12:00:00+03:00,2021-02-08T12:00:00+03:00,300.0
2021-02-08T13:00:00+03:00,2021-02-08T13:00:00+03:00,258.04
2021-02-08T14:00:00+03:00,2021-02-08T14:00:00+03:00,340.0
2021-02-08T15:00:00+03:00,2021-02-08T15:00:00+03:00,314.03
2021-02-08T16:00:00+03:00,2021-02-08T16:00:00+03:00,325.62
2021-02-08T17:00:00+03:00,2021-02-08T17:00:00+03:00,342.04
2021-02-08T18:00:00+03:00,2021-02-08T18:00:00+03:00,340.53
2021-02-08T19:00:00+03:00,2021-02-08T19:00:00+03:00,350.0
2021-02-08T20:00:00+03:00,2021-02-08T20:00:00+03:00,313.12
2021-02-08T21:00:00+03:00,2021-02-08T21:00:00+03:00,312.03
2021-02-08T22:00:00+03:00,2021-02-08T22:00:00+03:00,270.0
2021-02-08T23:00:00+03:00,2021-02-08T23:00:00+03:00,263.22
2021-02-09T00:00:00+03:00,2021-02-09T00:00:00+03:00,279.0
2021-02-09T01:00:00+03:00,2021-02-09T01:00:00+03:00,255.01
2021-02-09T02:00:00+03:00,2021-02-09T02:00:00+03:00,191.9
2021-02-09T03:00:00+03:00,2021-02-09T03:00:00+03:00,178.19
2021-02-09T04:00:00+03:00,2021-02-09T04:00:00+03:00,202.11
2021-02-09T05:00:00+03:00,2021-02-09T05:00:00+03:00,240.01
2021-02-09T06:00:00+03:00,2021-02-09T06:00:00+03:00,196.9
2021-02-09T07:00:00+03:00,2021-02-09T07:00:00+03:00,178.19
2021-02-09T08:00:00+03:00,2021-02-09T08:00:00+03:00,309.0
2021-02-09T09:00:00+03:00,2021-02-09T09:00:00+03:00,325.6
2021-02-09T10:00:00+03:00,2021-02-09T10:00:00+03:00,239.0
2021-02-09T11:00:00+03:00,2021-02-09T11:00:00+03:00,210.0
2021-02-09T12:00:00+03:00,2021-02-09T12:00:00+03:00,178.19
2021-02-09T13:00:00+03:00,2021-02-09T13:00:00+03:00,183.19
2021-02-09T14:00:00+03:00,2021-02-09T14:00:00+03:00,196.9
2021-02-09T15:00:00+03:00,2021-02-09T15:00:00+03:00,191.9
2021-02-09T16:00:00+03:00,2021-02-09T16:00:00+03:00,204.1
2021-02-09T17:00:00+03:00,2021-02-09T17:00:00+03:00,208.13
2021-02-09T18:00:00+03:00,2021-02-09T18:00:00+03:00,225.0
2021-02-09T19:00:00+03:00,2021-02-09T19:00:00+03:00,256.21
2021-02-09T20:00:00+03:00,2021-02-09T20:00:00+03:00,262.0
2021-02-09T21:00:00+03:00,2021-02-09T21:00:00+03:00,254.0
2021-02-09T22:00:00+03:00,2021-02-09T22:00:00+03:00,257.13
2021-02-09T23:00:00+03:00,2021-02-09T23:00:00+03:00,239.0
2021-02-10T00:00:00+03:00,2021-02-10T00:00:00+03:00,287.89
2021-02-10T01:00:00+03:00,2021-02-10T01:00:00+03:00,234.46
2021-02-10T02:00:00+03:00,2021-02-10T02:00:00+03:00,212.21
2021-02-10T03:00:00+03:00,2021-02-10T03:00:00+03:00,200.0
2021-02-10T04:00:00+03:00,2021-02-10T04:00:00+03:00,230.01
2021-02-10T05:00:00+03:00,2021-02-10T05:00:00+03:00,231.77
2021-02-10T06:00:00+03:00,2021-02-10T06:00:00+03:00,266.12
2021-02-10T07:00:00+03:00,2021-02-10T07:00:00+03:00,278.23
2021-02-10T08:00:00+03:00,2021-02-10T08:00:00+03:00,324.99
2021-02-10T09:00:00+03:00,2021-02-10T09:00:00+03:00,330.01
2021-02-10T10:00:00+03:00,2021-02-10T10:00:00+03:00,329.62
2021-02-10T11:00:00+03:00,2021-02-10T11:00:00+03:00,338.0
2021-02-10T12:00:00+03:00,2021-02-10T12:00:00+03:00,263.23
2021-02-10T13:00:00+03:00,2021-02-10T13:00:00+03:00,261.13
2021-02-10T14:00:00+03:00,2021-02-10T14:00:00+03:00,267.12
2021-02-10T15:00:00+03:00,2021-02-10T15:00:00+03:00,261.14
2021-02-10T16:00:00+03:00,2021-02-10T16:00:00+03:00,245.0
2021-02-10T17:00:00+03:00,2021-02-10T17:00:00+03:00,289.99
2021-02-10T18:00:00+03:00,2021-02-10T18:00:00+03:00,245.0
2021-02-10T19:00:00+03:00,2021-02-10T19:00:00+03:00,270.0
2021-02-10T20:00:00+03:00,2021-02-10T20:00:00+03:00,270.0
2021-02-10T21:00:00+03:00,2021-02-10T21:00:00+03:00,269.99
2021-02-10T22:00:00+03:00,2021-02-10T22:00:00+03:00,246.01
2021-02-10T23:00:00+03:00,2021-02-10T23:00:00+03:00,254.13
2021-02-11T00:00:00+03:00,2021-02-11T00:00:00+03:00,305.01
2021-02-11T01:00:00+03:00,2021-02-11T01:00:00+03:00,277.52
2021-02-11T02:00:00+03:00,2021-02-11T02:00:00+03:00,262.13
2021-02-11T03:00:00+03:00,2021-02-11T03:00:00+03:00,183.19
2021-02-11T04:00:00+03:00,2021-02-11T04:00:00+03:00,212.69
2021-02-11T05:00:00+03:00,2021-02-11T05:00:00+03:00,201.74
2021-02-11T06:00:00+03:00,2021-02-11T06:00:00+03:00,182.98
2021-02-11T07:00:00+03:00,2021-02-11T07:00:00+03:00,228.28
2021-02-11T08:00:00+03:00,2021-02-11T08:00:00+03:00,308.99
2021-02-11T09:00:00+03:00,2021-02-11T09:00:00+03:00,310.74
2021-02-11T10:00:00+03:00,2021-02-11T10:00:00+03:00,283.61
2021-02-11T11:00:00+03:00,2021-02-11T11:00:00+03:00,284.03
2021-02-11T12:00:00+03:00,2021-02-11T12:00:00+03:00,244.98
2021-02-11T13:00:00+03:00,2021-02-11T13:00:00+03:00,245.3
2021-02-11T14:00:00+03:00,2021-02-11T14:00:00+03:00,274.1
2021-02-11T15:00:00+03:00,2021-02-11T15:00:00+03:00,254.01
2021-02-11T16:00:00+03:00,2021-02-11T16:00:00+03:00,204.51
2021-02-11T17:00:00+03:00,2021-02-11T17:00:00+03:00,278.29
2021-02-11T18:00:00+03:00,2021-02-11T18:00:00+03:00,283.66
2021-02-11T19:00:00+03:00,2021-02-11T19:00:00+03:00,313.36
2021-02-11T20:00:00+03:00,2021-02-11T20:00:00+03:00,312.45
2021-02-11T21:00:00+03:00,2021-02-11T21:00:00+03:00,309.99
2021-02-11T22:00:00+03:00,2021-02-11T22:00:00+03:00,288.98
2021-02-11T23:00:00+03:00,2021-02-11T23:00:00+03:00,254.12
2021-02-12T00:00:00+03:00,2021-02-12T00:00:00+03:00,262.42
2021-02-12T01:00:00+03:00,2021-02-12T01:00:00+03:00,202.13
2021-02-12T02:00:00+03:00,2021-02-12T02:00:00+03:00,198.13
2021-02-12T03:00:00+03:00,2021-02-12T03:00:00+03:00,173.19
2021-02-12T04:00:00+03:00,2021-02-12T04:00:00+03:00,183.19
2021-02-12T05:00:00+03:00,2021-02-12T05:00:00+03:00,183.0
2021-02-12T06:00:00+03:00,2021-02-12T06:00:00+03:00,249.52
2021-02-12T07:00:00+03:00,2021-02-12T07:00:00+03:00,249.51
2021-02-12T08:00:00+03:00,2021-02-12T08:00:00+03:00,305.71
2021-02-12T09:00:00+03:00,2021-02-12T09:00:00+03:00,270.0
2021-02-12T10:00:00+03:00,2021-02-12T10:00:00+03:00,302.07
