delivery_hour,mcpPrice,matchingQuantity,reconstructed_clearing_price,reconstructed_clearing_volume,reconstruction_price_error,reconstruction_volume_error,slope_near_clearing,elasticity_near_clearing,curve_fragility_score,volume_needed_for_100TL_move,volume_needed_for_500TL_move,oversupply_pressure,cap_risk_score,zero_pressure_from_curve,spike_pressure_from_curve,supply_points,demand_points,status,supply_status,ptf_status,raw_dir
2026-05-25T00:00:00+03:00,174.99,15640.2,174.99278237843043,15618.051537197467,0.0027823784304246146,-22.148462802533686,139.42474916387891,14.280936454849698,153.7056856187286,1301.5702974684737,2690.3000000000557,0.0,0.0,0.0,0.0,489,173,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T01:00:00+03:00,174.99,15414.600000000002,174.99238737158606,15394.446337737907,0.0023873715860531775,-20.153662262095168,133.97324414715675,12.173913043478102,146.14715719063486,1332.6702876878262,2736.1000000005297,0.0,0.0,0.0,0.0,490,172,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T02:00:00+03:00,174.99,15208.599999999997,173.69447943118325,15191.412412205234,-1.2955205688167553,-17.187587794762294,116.44816053511619,12.675585284280777,129.12374581939696,1375.1615619144359,2765.82341289995,0.0,0.0,0.0,0.0,527,171,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T03:00:00+03:00,171.01,15215.699999999999,171.00538438648695,15215.729550148782,-0.004615613513038852,0.02955014878352813,2885.500000000175,2918.0000000001587,5803.500000000334,1506.9905575390203,2894.970449851293,0.0,0.0,0.0,0.0,527,171,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T04:00:00+03:00,171.01,15139.199999999997,171.00675375582802,15139.184386116398,-0.0032462441719758317,-0.015613883599144174,2979.5000000001764,2959.0000000001646,5938.500000000341,1459.5357489583657,2822.4156138832477,4.6738771385084696e-14,0.0,0.0,0.0,527,168,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T05:00:00+03:00,171.0,15090.499999999998,171.00414550764472,15090.497368149801,0.004145507644722102,-0.0026318501968489727,17025.000000015483,14510.000000013142,31535.000000028624,1540.9227147606052,2922.302631850451,0.0,0.0,0.0,0.0,527,170,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T06:00:00+03:00,100.0,15021.400000000003,100.00115,15021.400000000009,0.0011499999999955435,5.4569682106375694e-12,1304.9999999993506,1999.9999999989768,3304.9999999983274,1958.8194999999123,4063.325000000399,0.0,0.0,0.0,0.0,527,167,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T07:00:00+03:00,0.0,15471.699999999988,0.0,15528.599999999999,0.0,56.90000000001055,1650.0,0.0,1650.0,825.2000000000007,4586.5,0.007495846373787698,0.0,0.007495846373787698,0.0,526,198,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T08:00:00+03:00,0.0,15823.200000000004,0.0,16656.1,0.0,832.8999999999942,1600.0,1610.0000000000364,3210.0000000000364,825.2999999999993,4461.200000000001,0.10009546052197098,0.0,0.10009546052197098,0.0,510,140,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
2026-05-25T09:00:00+03:00,0.0,16286.200000000003,0.0,17643.4,0.0,1357.199999999999,1820.0000000000728,1650.0,3470.0000000000728,837.5,4764.700000000001,0.15385923348107508,0.0,0.15385923348107508,0.0,423,137,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-25_2026-05-31/2026-05-25
