delivery_hour,mcpPrice,matchingQuantity,reconstructed_clearing_price,reconstructed_clearing_volume,reconstruction_price_error,reconstruction_volume_error,slope_near_clearing,elasticity_near_clearing,curve_fragility_score,volume_needed_for_100TL_move,volume_needed_for_500TL_move,oversupply_pressure,cap_risk_score,zero_pressure_from_curve,spike_pressure_from_curve,supply_points,demand_points,status,supply_status,ptf_status,raw_dir
2026-05-20T09:00:00+03:00,200.0,18353.599999999988,200.00239059738422,18354.56321668421,0.0023905973842204276,0.9632166842238803,23840.500000021748,1660.0000000015461,25500.500000023294,841.3658359840483,2035.5869282434833,0.0,0.0,0.0,0.0,539,173,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T10:00:00+03:00,177.0,18504.699999999993,176.07976878612712,18498.421177615346,-0.9202312138728814,-6.278822384647356,10.25,8.350000000000364,18.600000000000364,1343.0704138728324,2728.6540428425724,0.0,0.0,0.0,0.0,592,151,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T11:00:00+03:00,174.99,19063.599999999995,174.99193304535638,19063.60472146172,0.001933045356366847,0.004721461726148846,62.24080267558461,1.170568561872906,63.411371237457516,1539.9799031965995,2991.155691391079,0.0,0.0,0.0,0.0,594,151,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T12:00:00+03:00,128.01,18403.699999999993,125.83144444444443,18436.566424315864,-2.178555555555562,32.86642431587097,2.54468342926386,3.174795516510127,5.719478945773988,2551.5493611111087,4195.771660656366,0.003565351981431465,0.0,0.0,0.0,588,141,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T13:00:00+03:00,169.9,18754.699999999983,169.90154269972453,18764.264738291917,0.0015426997245242546,9.56473829193419,64.50171821305875,104.9484536082468,169.45017182130556,2417.9540802203373,3860.8932925619374,1.4928608823900085e-14,0.0,0.0,0.0,587,150,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T14:00:00+03:00,171.01,19380.499999999993,171.009276,19380.51192000001,-0.0007239999999910651,0.011920000019017607,364.5099999999984,412.2999999999993,776.8099999999977,1598.8005529832262,2983.8108693682443,2.984640615868634e-14,0.0,0.0,0.0,610,149,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T15:00:00+03:00,199.0,19303.1,199.0002067039106,19303.08999999991,0.0002067039106066204,-0.01000000008934876,1551.7333333335578,0.46666666666479717,1552.2000000002226,1159.4353924653005,2504.8600558661346,0.0,0.0,0.0,0.0,609,214,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T16:00:00+03:00,300.0,20648.900000000005,300.0049196141479,20684.977491961392,0.004919614147922857,36.07749196138684,9185.00000000821,7635.0000000067985,16820.000000015007,705.9818649515473,1200.0080064305948,2.356730435601092e-14,0.0,0.0,0.0,634,248,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T17:00:00+03:00,500.01,26970.09999999999,500.0082024535371,26970.41705649023,-0.0017975464629103044,0.317056490239338,130.80999999999767,28.479999999999563,159.28999999999724,153.20134503731242,583.0199944168016,1.4028325744651067e-14,0.0,0.0,0.0,552,294,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T18:00:00+03:00,745.0,28302.999999999978,745.0009078184363,28303.08090781846,0.000907818436303387,0.08090781848295592,0.09800000000007761,3.336666666666618,3.4346666666666956,50.92980564111349,223.7935207328046,0.0,0.0,0.0,0.0,653,247,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T19:00:00+03:00,3190.0,28518.60000000001,3058.746254980077,28519.806433101014,-131.25374501992292,1.2064331010042224,0.13157894736842105,0.0005263157894660253,0.13210526315788707,15.024038461539021,320.85284876094374,8.569633910344026e-05,0.0,0.0,0.000411837168421028,529,268,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T20:00:00+03:00,4245.0,28876.499999999964,4244.767196000001,28834.048553174045,-0.23280399999930523,-42.45144682591854,434.8260869573401,0.0,434.8260869573401,871.4378597968062,949.3999999968073,0.0,0.9309589950000009,0.0,1.0,527,300,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T21:00:00+03:00,4142.01,27988.699999999986,4142.005306666667,27988.030756159722,-0.004693333333307237,-0.6692438402642438,0.6664285714285663,0.0,0.6664285714285663,500.802219406276,1516.7999999998065,0.0,0.8025066333333336,0.0,0.0033321428571428313,548,297,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T22:00:00+03:00,1749.99,24709.699999999975,1749.987274,24709.670000000442,-0.002725999999938722,-0.02999999953317456,7500.000000006821,0.0,7500.000000006821,68.19999181784442,238.22999999911917,3.5776635225127265e-14,0.0,0.0,0.09999490960000003,635,228,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-20T23:00:00+03:00,500.01,24294.499999999996,500.00978097295683,24294.45944870737,-0.00021902704315834853,-0.040551292626332724,120.71000000000276,36.529999999998836,157.2400000000016,148.19784846909897,400.54055129279004,0.0,0.0,0.0,0.0,613,275,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-20
2026-05-21T00:00:00+03:00,324.99,18189.199999999986,324.4306875753919,18185.150912224868,-0.5593124246080947,-4.049087775118096,10.945000000001528,3.9500000000007276,14.895000000002256,325.438752147551,822.819548082105,0.0,0.0,0.0,0.0,473,331,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-21
2026-05-21T01:00:00+03:00,290.01,18516.399999999994,290.00625846153844,18516.30999999994,-0.003741538461554228,-0.0900000000547152,10.948247078463774,0.06844741235389881,11.016694490817674,800.2319906671,1278.9900000001217,0.0,0.0,0.0,0.0,471,328,ok,200,200,data/raw/dam_supply_demand_curve_weekly/2026-05-18_2026-05-24/2026-05-21
