date,grfTl,grfUsd,grfEur,grfUsdMmBtu
2022-09-27 00:00:00+03:00,26280.0,1424.32,138.98,39.23
2022-09-28 00:00:00+03:00,26265.06,1420.79,139.69,39.13
2022-09-29 00:00:00+03:00,26271.39,1419.78,137.76,39.11
2022-09-30 00:00:00+03:00,26279.07,1419.06,136.16,39.09
2022-10-01 00:00:00+03:00,26100.0,1409.39,135.23,38.82
2022-10-02 00:00:00+03:00,26100.0,1409.39,135.23,38.82
2022-10-03 00:00:00+03:00,26100.12,1407.8,135.17,38.78
2022-10-04 00:00:00+03:00,26100.04,1407.41,133.87,38.77
2022-10-05 00:00:00+03:00,26099.75,1406.62,133.03,38.74
2022-10-06 00:00:00+03:00,26099.24,1406.29,133.64,38.74
2022-10-07 00:00:00+03:00,26099.61,1406.29,134.93,38.74
2022-10-08 00:00:00+03:00,26099.09,1406.26,134.93,38.73
2022-10-09 00:00:00+03:00,26090.35,1405.79,134.88,38.72
2022-10-10 00:00:00+03:00,26089.02,1405.8,136.18,38.72
2022-10-11 00:00:00+03:00,26065.71,1404.29,135.97,38.68
2022-10-12 00:00:00+03:00,26068.25,1404.06,135.89,38.67
2022-10-13 00:00:00+03:00,26068.54,1404.13,135.81,38.68
2022-10-14 00:00:00+03:00,26045.92,1403.37,135.3,38.65
2022-10-15 00:00:00+03:00,26066.06,1404.45,135.4,38.68
2022-10-16 00:00:00+03:00,26066.68,1404.49,135.4,38.69
2022-10-17 00:00:00+03:00,26069.85,1404.15,135.45,38.68
2022-10-18 00:00:00+03:00,26069.49,1404.13,134.11,38.68
2022-10-19 00:00:00+03:00,26070.0,1404.17,134.51,38.68
2022-10-20 00:00:00+03:00,26075.11,1404.25,134.76,38.68
2022-10-21 00:00:00+03:00,26096.06,1404.97,135.32,38.7
2022-10-22 00:00:00+03:00,25038.92,1348.06,129.84,37.13
2022-10-23 00:00:00+03:00,24999.75,1345.95,129.64,37.07
2022-10-24 00:00:00+03:00,24999.37,1345.28,128.56,37.05
2022-10-25 00:00:00+03:00,24998.75,1345.28,128.23,37.05
2022-10-26 00:00:00+03:00,24501.2,1318.23,123.64,36.31
2022-10-27 00:00:00+03:00,23999.0,1291.1,120.72,35.56
2022-10-28 00:00:00+03:00,23499.68,1264.24,118.21,34.82
2022-10-29 00:00:00+03:00,23499.99,1264.26,118.21,34.82
2022-10-30 00:00:00+03:00,23500.0,1264.26,118.21,34.82
2022-10-31 00:00:00+03:00,23499.67,1264.0,119.55,34.82
2022-11-01 00:00:00+03:00,22731.69,1222.42,115.68,33.67
2022-11-02 00:00:00+03:00,21770.46,1170.57,111.17,32.24
2022-11-03 00:00:00+03:00,21640.83,1163.66,111.98,32.05
2022-11-04 00:00:00+03:00,21559.56,1159.52,111.43,31.94
2022-11-05 00:00:00+03:00,21477.2,1155.09,111.0,31.82
2022-11-06 00:00:00+03:00,21362.08,1148.89,110.4,31.65
2022-11-07 00:00:00+03:00,21328.65,1147.73,108.22,31.61
2022-11-08 00:00:00+03:00,21559.4,1160.34,109.09,31.96
2022-11-09 00:00:00+03:00,21319.14,1147.48,107.23,31.61
2022-11-10 00:00:00+03:00,21210.71,1141.63,107.51,31.45
2022-11-11 00:00:00+03:00,21119.93,1140.91,104.53,31.43
2022-11-12 00:00:00+03:00,21008.71,1134.9,103.98,31.26
2022-11-13 00:00:00+03:00,20872.71,1127.55,103.31,31.06
2022-11-14 00:00:00+03:00,20760.48,1117.24,101.8,30.77
2022-11-15 00:00:00+03:00,20563.74,1106.39,99.97,30.47
2022-11-16 00:00:00+03:00,20363.13,1095.29,98.89,30.17
2022-11-17 00:00:00+03:00,19929.54,1071.72,97.14,29.52
2022-11-18 00:00:00+03:00,19597.78,1053.96,95.51,29.03
2022-11-19 00:00:00+03:00,19379.63,1042.22,94.45,28.71
2022-11-20 00:00:00+03:00,21754.01,1169.92,106.02,32.22
2022-11-21 00:00:00+03:00,19805.64,1064.94,97.69,29.33
2022-11-22 00:00:00+03:00,13993.51,752.21,68.86,20.72
2022-11-23 00:00:00+03:00,19373.7,1041.25,94.79,28.68
2022-11-24 00:00:00+03:00,19330.42,1039.02,93.78,28.62
2022-11-25 00:00:00+03:00,19766.92,1062.33,95.93,29.26
2022-11-26 00:00:00+03:00,20346.04,1093.46,98.74,30.12
2022-11-27 00:00:00+03:00,20530.33,1103.36,99.63,30.39
2022-11-28 00:00:00+03:00,20598.45,1107.03,99.75,30.49
2022-11-29 00:00:00+03:00,20300.0,1090.58,98.8,30.04
2022-11-30 00:00:00+03:00,20188.46,1084.27,98.4,29.87
2022-12-01 00:00:00+03:00,20096.09,1079.72,97.25,29.74
2022-12-02 00:00:00+03:00,19968.9,1073.0,95.75,29.56
2022-12-03 00:00:00+03:00,19865.99,1067.47,95.26,29.4
2022-12-04 00:00:00+03:00,19727.54,1060.03,94.59,29.2
2022-12-05 00:00:00+03:00,19655.44,1056.01,94.04,29.09
2022-12-06 00:00:00+03:00,19443.01,1044.52,93.53,28.77
2022-12-07 00:00:00+03:00,19238.21,1033.39,92.72,28.46
2022-12-08 00:00:00+03:00,19015.17,1021.21,91.29,28.13
2022-12-09 00:00:00+03:00,19197.11,1030.95,91.73,28.4
2022-12-10 00:00:00+03:00,19304.28,1036.71,92.25,28.56
2022-12-11 00:00:00+03:00,19339.0,1038.57,92.41,28.61
2022-12-12 00:00:00+03:00,19330.79,1038.18,92.51,28.6
2022-12-13 00:00:00+03:00,19345.12,1038.69,92.58,28.61
2022-12-14 00:00:00+03:00,19330.39,1037.78,91.59,28.59
2022-12-15 00:00:00+03:00,19274.56,1034.85,91.5,28.5
2022-12-16 00:00:00+03:00,19184.37,1029.93,91.01,28.37
2022-12-17 00:00:00+03:00,19198.42,1030.69,91.08,28.39
2022-12-18 00:00:00+03:00,19231.69,1032.47,91.23,28.44
2022-12-19 00:00:00+03:00,19170.38,1028.94,91.03,28.34
2022-12-20 00:00:00+03:00,19076.29,1023.51,90.54,28.19
2022-12-21 00:00:00+03:00,19074.34,1023.13,90.55,28.18
2022-12-22 00:00:00+03:00,19021.11,1019.78,90.13,28.09
2022-12-23 00:00:00+03:00,20218.19,1083.55,95.95,29.85
2022-12-24 00:00:00+03:00,19472.59,1043.59,92.41,28.74
2022-12-25 00:00:00+03:00,19352.26,1037.14,91.84,28.57
2022-12-26 00:00:00+03:00,19109.23,1023.81,90.56,28.2
2022-12-27 00:00:00+03:00,19023.39,1018.31,89.81,28.05
2022-12-28 00:00:00+03:00,19039.13,1018.33,89.94,28.05
2022-12-29 00:00:00+03:00,19004.59,1016.47,89.84,28.0
2022-12-30 00:00:00+03:00,19096.83,1021.31,90.03,28.13
2022-12-31 00:00:00+03:00,19300.45,1032.2,90.99,28.43
2023-01-01 00:00:00+03:00,19600.0,1048.22,92.41,28.87
2023-01-02 00:00:00+03:00,19198.47,1026.5,90.31,28.27
2023-01-03 00:00:00+03:00,19578.31,1046.38,93.02,28.82
2023-01-04 00:00:00+03:00,19455.96,1039.35,92.13,28.63
2023-01-05 00:00:00+03:00,19546.82,1043.13,92.37,28.73
2023-01-06 00:00:00+03:00,19416.13,1035.54,92.61,28.52
2023-01-07 00:00:00+03:00,19418.79,1035.68,92.62,28.53
2023-01-08 00:00:00+03:00,19368.39,1032.99,92.38,28.45
2023-01-09 00:00:00+03:00,19365.72,1032.63,90.88,28.44
2023-01-10 00:00:00+03:00,19331.78,1030.73,90.22,28.39
2023-01-11 00:00:00+03:00,19302.89,1029.04,90.02,28.34
2023-01-12 00:00:00+03:00,19267.8,1027.02,89.71,28.29
2023-01-13 00:00:00+03:00,17649.31,940.83,81.56,25.91
2023-01-14 00:00:00+03:00,17441.42,929.75,80.6,25.61
2023-01-15 00:00:00+03:00,14524.17,774.24,67.12,21.33
2023-01-16 00:00:00+03:00,14487.97,771.95,67.02,21.26
2023-01-17 00:00:00+03:00,14475.83,771.26,66.97,21.24
2023-01-18 00:00:00+03:00,14467.0,770.75,66.87,21.23
2023-01-19 00:00:00+03:00,14242.16,758.6,65.92,20.9
2023-01-20 00:00:00+03:00,14183.6,755.37,65.53,20.81
2023-01-21 00:00:00+03:00,14192.89,755.86,65.57,20.82
2023-01-22 00:00:00+03:00,13748.8,732.21,63.52,20.17
2023-01-23 00:00:00+03:00,13501.94,718.78,61.97,19.8
2023-01-24 00:00:00+03:00,13479.15,717.99,62.06,19.78
2023-01-25 00:00:00+03:00,13472.87,717.21,61.96,19.76
2023-01-26 00:00:00+03:00,13912.48,740.6,63.81,20.4
2023-01-27 00:00:00+03:00,13947.08,742.45,64.13,20.45
2023-01-28 00:00:00+03:00,13963.94,743.35,64.21,20.47
2023-01-29 00:00:00+03:00,13903.79,740.15,63.93,20.39
2023-01-30 00:00:00+03:00,13842.64,736.8,63.61,20.29
2023-01-31 00:00:00+03:00,13811.6,735.14,63.8,20.25
2023-02-01 00:00:00+03:00,13795.6,734.21,63.4,20.22
2023-02-02 00:00:00+03:00,13788.51,733.77,62.71,20.21
2023-02-03 00:00:00+03:00,13776.99,733.02,63.11,20.19
2023-02-04 00:00:00+03:00,13766.13,732.44,63.06,20.17
2023-02-05 00:00:00+03:00,13764.01,732.33,63.05,20.17
2023-02-06 00:00:00+03:00,13756.33,731.36,63.8,20.14
2023-02-07 00:00:00+03:00,13193.24,701.44,61.5,19.32
2023-02-08 00:00:00+03:00,12898.42,685.72,59.98,18.89
2023-02-09 00:00:00+03:00,12598.97,669.77,58.53,18.45
2023-02-10 00:00:00+03:00,12199.47,648.52,56.86,17.86
2023-02-11 00:00:00+03:00,11868.06,630.9,55.31,17.38
2023-02-12 00:00:00+03:00,11199.65,595.37,52.2,16.4
2023-02-13 00:00:00+03:00,10999.78,584.52,51.45,16.1
2023-02-14 00:00:00+03:00,10848.45,576.36,50.39,15.88
2023-02-15 00:00:00+03:00,10797.01,573.45,50.3,15.8
2023-02-16 00:00:00+03:00,10747.48,570.7,50.11,15.72
2023-02-17 00:00:00+03:00,10724.68,569.37,50.3,15.68
2023-02-18 00:00:00+03:00,10790.11,572.85,50.61,15.78
2023-02-19 00:00:00+03:00,10780.0,572.31,50.56,15.76
2023-02-20 00:00:00+03:00,10802.93,573.29,50.4,15.79
2023-02-21 00:00:00+03:00,10664.53,565.87,49.88,15.59
2023-02-22 00:00:00+03:00,10792.49,572.53,50.57,15.77
2023-02-23 00:00:00+03:00,10764.71,570.93,50.59,15.73
2023-02-24 00:00:00+03:00,10782.07,571.79,50.76,15.75
2023-02-25 00:00:00+03:00,10593.4,561.78,49.87,15.47
2023-02-26 00:00:00+03:00,10349.0,548.82,48.72,15.12
2023-02-27 00:00:00+03:00,10270.97,544.5,48.49,15.0
2023-02-28 00:00:00+03:00,10244.87,543.07,48.13,14.96
2023-03-01 00:00:00+03:00,10112.03,536.01,47.32,14.76
2023-03-02 00:00:00+03:00,9999.62,530.01,46.86,14.6
2023-03-03 00:00:00+03:00,9996.79,530.09,46.93,14.6
2023-03-04 00:00:00+03:00,9986.82,529.56,46.88,14.59
2023-03-05 00:00:00+03:00,9984.0,529.41,46.87,14.58
2023-03-06 00:00:00+03:00,9990.59,529.16,46.75,14.58
2023-03-07 00:00:00+03:00,9981.78,528.4,46.55,14.55
2023-03-08 00:00:00+03:00,9967.82,527.02,47.0,14.52
2023-03-09 00:00:00+03:00,9945.33,525.39,46.76,14.47
2023-03-10 00:00:00+03:00,9878.57,521.64,46.3,14.37
2023-03-11 00:00:00+03:00,9868.83,521.13,46.26,14.35
2023-03-12 00:00:00+03:00,9915.0,523.57,46.47,14.42
2023-03-13 00:00:00+03:00,9896.15,522.24,45.9,14.38
2023-03-14 00:00:00+03:00,9896.48,522.2,45.84,14.38
2023-03-15 00:00:00+03:00,9842.65,519.17,45.68,14.3
2023-03-16 00:00:00+03:00,9357.57,493.14,43.66,13.58
2023-03-17 00:00:00+03:00,8998.25,474.13,41.85,13.06
2023-03-18 00:00:00+03:00,8797.79,463.57,40.92,12.77
2023-03-19 00:00:00+03:00,8749.59,461.03,40.69,12.7
2023-03-20 00:00:00+03:00,8699.25,458.05,40.32,12.62
2023-03-21 00:00:00+03:00,8633.85,454.38,39.76,12.52
2023-03-22 00:00:00+03:00,8575.43,450.95,39.31,12.42
2023-03-23 00:00:00+03:00,8695.77,457.14,39.44,12.59
2023-03-24 00:00:00+03:00,8773.49,460.86,40.21,12.69
2023-03-25 00:00:00+03:00,8771.5,460.76,40.2,12.69
2023-03-26 00:00:00+03:00,8813.03,462.94,40.39,12.75
2023-03-27 00:00:00+03:00,8763.04,459.57,40.13,12.66
2023-03-28 00:00:00+03:00,8703.91,456.09,39.62,12.56
2023-03-29 00:00:00+03:00,8742.71,457.57,39.66,12.6
2023-03-30 00:00:00+03:00,8881.94,463.91,40.13,12.78
2023-03-31 00:00:00+03:00,9193.67,480.01,41.45,13.22
2023-04-01 00:00:00+03:00,9335.78,487.43,42.09,13.43
2023-04-02 00:00:00+03:00,9235.23,482.18,41.64,13.28
2023-04-03 00:00:00+03:00,9193.08,479.34,41.52,13.2
2023-04-04 00:00:00+03:00,9089.26,473.4,40.76,13.04
2023-04-05 00:00:00+03:00,9075.56,472.03,40.52,13.0
2023-04-06 00:00:00+03:00,9062.41,471.11,40.6,12.98
2023-04-07 00:00:00+03:00,9054.53,470.78,40.53,12.97
2023-04-08 00:00:00+03:00,9056.78,470.89,40.54,12.97
2023-04-09 00:00:00+03:00,9062.39,471.18,40.57,12.98
2023-04-10 00:00:00+03:00,9004.4,468.05,40.34,12.89
2023-04-11 00:00:00+03:00,9047.7,469.72,40.48,12.94
2023-04-12 00:00:00+03:00,9064.74,469.96,40.43,12.94
2023-04-13 00:00:00+03:00,9179.19,475.43,40.6,13.1
2023-04-14 00:00:00+03:00,9082.19,469.7,39.91,12.94
2023-04-15 00:00:00+03:00,9380.79,485.14,41.22,13.36
2023-04-16 00:00:00+03:00,9394.54,485.85,41.28,13.38
2023-04-17 00:00:00+03:00,9352.58,483.23,41.36,13.31
2023-04-18 00:00:00+03:00,9342.42,482.18,41.31,13.28
2023-04-19 00:00:00+03:00,9308.52,480.3,41.24,13.23
2023-04-20 00:00:00+03:00,9193.48,474.37,40.73,13.07
2023-04-21 00:00:00+03:00,9075.13,468.26,40.21,12.9
2023-04-22 00:00:00+03:00,8997.95,464.28,39.87,12.79
2023-04-23 00:00:00+03:00,8934.0,460.98,39.58,12.7
2023-04-24 00:00:00+03:00,9005.97,464.58,39.7,12.8
2023-04-25 00:00:00+03:00,8950.75,461.53,39.32,12.71
2023-04-26 00:00:00+03:00,8807.4,453.92,38.67,12.5
2023-04-27 00:00:00+03:00,8774.88,452.07,38.47,12.45
2023-04-28 00:00:00+03:00,8771.02,451.49,38.59,12.44
2023-04-29 00:00:00+03:00,8917.87,459.05,39.24,12.64
2023-04-30 00:00:00+03:00,9166.81,471.86,40.33,13.0
2023-05-01 00:00:00+03:00,9237.22,475.49,40.64,13.1
2023-05-02 00:00:00+03:00,9241.15,475.33,40.72,13.09
2023-05-03 00:00:00+03:00,9231.24,474.59,40.42,13.07
2023-05-04 00:00:00+03:00,9197.83,472.54,40.15,13.02
2023-05-05 00:00:00+03:00,9155.69,470.13,40.07,12.95
2023-05-06 00:00:00+03:00,9097.59,467.15,39.82,12.87
2023-05-07 00:00:00+03:00,9088.0,466.66,39.77,12.85
2023-05-08 00:00:00+03:00,9125.47,468.36,39.86,12.9
2023-05-09 00:00:00+03:00,9111.71,467.49,40.02,12.88
2023-05-10 00:00:00+03:00,9139.4,468.37,40.17,12.9
2023-05-11 00:00:00+03:00,9116.83,466.6,40.13,12.85
2023-05-12 00:00:00+03:00,9074.99,463.84,39.96,12.78
2023-05-13 00:00:00+03:00,9071.34,463.65,39.94,12.77
2023-05-14 00:00:00+03:00,9170.03,468.7,40.38,12.91
2023-05-15 00:00:00+03:00,9133.72,465.09,40.2,12.81
2023-05-16 00:00:00+03:00,9123.66,463.6,40.02,12.77
2023-05-17 00:00:00+03:00,9182.35,465.32,40.37,12.82
2023-05-18 00:00:00+03:00,9091.33,460.07,39.97,12.67
2023-05-19 00:00:00+03:00,9091.26,460.07,39.97,12.67
2023-05-20 00:00:00+03:00,9078.62,459.43,39.91,12.65
2023-05-21 00:00:00+03:00,9086.28,459.82,39.95,12.67
2023-05-22 00:00:00+03:00,9021.63,455.53,39.59,12.55
2023-05-23 00:00:00+03:00,8999.99,453.93,39.54,12.5
2023-05-24 00:00:00+03:00,8901.62,448.22,39.1,12.35
2023-05-25 00:00:00+03:00,9011.35,452.77,39.67,12.47
2023-05-26 00:00:00+03:00,8759.47,439.04,38.42,12.09
2023-05-27 00:00:00+03:00,8685.22,435.32,38.1,11.99
2023-05-28 00:00:00+03:00,8654.39,433.78,37.96,11.95
2023-05-29 00:00:00+03:00,8493.0,423.69,37.14,11.67
2023-05-30 00:00:00+03:00,8261.67,406.77,35.68,11.2
2023-05-31 00:00:00+03:00,8071.26,390.61,34.39,10.76
2023-06-01 00:00:00+03:00,8030.0,386.93,34.01,10.66
2023-06-02 00:00:00+03:00,8021.98,384.85,33.59,10.6
2023-06-03 00:00:00+03:00,7990.86,383.35,33.46,10.56
2023-06-04 00:00:00+03:00,7996.9,383.64,33.49,10.57
2023-06-05 00:00:00+03:00,7988.82,377.78,33.21,10.41
2023-06-06 00:00:00+03:00,8018.98,373.73,32.83,10.29
2023-06-07 00:00:00+03:00,7999.83,347.5,30.53,9.57
2023-06-08 00:00:00+03:00,8347.34,357.93,31.37,9.86
2023-06-09 00:00:00+03:00,8359.95,356.78,31.14,9.83
2023-06-10 00:00:00+03:00,8571.83,365.83,31.93,10.08
2023-06-11 00:00:00+03:00,8565.66,365.56,31.91,10.07
2023-06-12 00:00:00+03:00,8505.28,360.21,31.44,9.92
2023-06-13 00:00:00+03:00,8551.78,361.77,31.48,9.96
2023-06-14 00:00:00+03:00,8597.73,364.33,31.71,10.04
2023-06-15 00:00:00+03:00,8621.59,364.72,31.65,10.05
2023-06-16 00:00:00+03:00,8626.09,364.91,31.33,10.05
2023-06-17 00:00:00+03:00,8649.99,365.92,31.41,10.08
2023-06-18 00:00:00+03:00,8650.0,365.92,31.41,10.08
2023-06-19 00:00:00+03:00,8649.09,365.91,31.48,10.08
2023-06-20 00:00:00+03:00,8639.28,366.43,31.51,10.09
2023-06-21 00:00:00+03:00,8625.38,366.27,31.53,10.09
2023-06-22 00:00:00+03:00,8600.89,364.08,31.12,10.03
2023-06-23 00:00:00+03:00,8592.06,340.27,29.41,9.37
2023-06-24 00:00:00+03:00,8645.23,342.38,29.59,9.43
2023-06-25 00:00:00+03:00,8900.69,352.5,30.47,9.71
2023-06-26 00:00:00+03:00,9046.47,350.32,30.2,9.65
2023-06-27 00:00:00+03:00,9093.89,352.16,30.36,9.7
2023-06-28 00:00:00+03:00,9149.86,354.33,30.54,9.76
2023-06-29 00:00:00+03:00,9159.82,354.71,30.58,9.77
2023-06-30 00:00:00+03:00,9174.37,355.28,30.63,9.79
2023-07-01 00:00:00+03:00,9230.33,357.44,30.81,9.85
2023-07-02 00:00:00+03:00,9246.68,358.08,30.87,9.86
2023-07-03 00:00:00+03:00,9200.0,353.42,30.51,9.73
2023-07-04 00:00:00+03:00,9213.72,354.33,30.55,9.76
2023-07-05 00:00:00+03:00,9221.4,354.02,30.57,9.75
2023-07-06 00:00:00+03:00,9296.52,356.94,30.86,9.83
2023-07-07 00:00:00+03:00,9326.94,358.2,30.93,9.87
2023-07-08 00:00:00+03:00,9440.82,362.58,31.31,9.99
2023-07-09 00:00:00+03:00,9445.01,362.74,31.33,9.99
2023-07-10 00:00:00+03:00,9449.99,362.67,31.11,9.99
2023-07-11 00:00:00+03:00,9450.55,362.48,30.96,9.98
2023-07-12 00:00:00+03:00,9429.98,361.16,30.8,9.95
2023-07-13 00:00:00+03:00,9421.86,360.72,30.37,9.94
2023-07-14 00:00:00+03:00,9393.7,359.3,30.09,9.9
2023-07-15 00:00:00+03:00,9383.68,358.91,30.06,9.89
2023-07-16 00:00:00+03:00,9462.74,361.94,30.31,9.97
2023-07-17 00:00:00+03:00,9464.63,360.71,30.17,9.94
2023-07-18 00:00:00+03:00,9449.03,352.27,29.43,9.7
2023-07-19 00:00:00+03:00,9482.46,352.56,29.53,9.71
2023-07-20 00:00:00+03:00,9499.94,353.32,29.63,9.73
2023-07-21 00:00:00+03:00,9537.84,354.64,29.95,9.77
2023-07-22 00:00:00+03:00,9499.5,353.21,29.83,9.73
2023-07-23 00:00:00+03:00,9498.95,353.19,29.83,9.73
2023-07-24 00:00:00+03:00,9450.0,351.02,29.74,9.67
2023-07-25 00:00:00+03:00,9451.71,351.02,29.83,9.67
2023-07-26 00:00:00+03:00,9580.79,355.79,30.2,9.8
2023-07-27 00:00:00+03:00,9909.2,367.95,31.07,10.13
2023-07-28 00:00:00+03:00,9897.38,367.39,31.46,10.12
2023-07-29 00:00:00+03:00,9880.34,366.76,31.4,10.1
2023-07-30 00:00:00+03:00,10045.89,372.91,31.93,10.27
2023-07-31 00:00:00+03:00,10049.33,373.13,31.8,10.28
2023-08-01 00:00:00+03:00,9912.98,368.06,31.5,10.14
2023-08-02 00:00:00+03:00,9916.64,368.13,31.5,10.14
2023-08-03 00:00:00+03:00,9839.37,365.1,31.4,10.06
2023-08-04 00:00:00+03:00,10002.83,371.1,31.87,10.22
2023-08-05 00:00:00+03:00,10074.38,373.76,32.1,10.29
2023-08-06 00:00:00+03:00,10116.36,375.31,32.23,10.34
2023-08-07 00:00:00+03:00,10069.44,373.42,31.97,10.29
2023-08-08 00:00:00+03:00,10036.06,371.95,31.86,10.25
2023-08-09 00:00:00+03:00,9910.61,367.21,31.44,10.11
2023-08-10 00:00:00+03:00,9995.14,370.22,31.59,10.2
2023-08-11 00:00:00+03:00,9940.38,368.08,31.47,10.14
2023-08-12 00:00:00+03:00,9898.35,366.53,31.34,10.1
2023-08-13 00:00:00+03:00,9860.29,365.12,31.22,10.06
2023-08-14 00:00:00+03:00,9770.05,361.63,31.05,9.96
2023-08-15 00:00:00+03:00,9832.4,363.87,31.29,10.02
2023-08-16 00:00:00+03:00,9744.87,360.58,31.03,9.93
2023-08-17 00:00:00+03:00,9656.84,356.76,30.81,9.83
2023-08-18 00:00:00+03:00,9412.26,347.82,30.08,9.58
2023-08-19 00:00:00+03:00,9299.36,343.65,29.72,9.47
2023-08-20 00:00:00+03:00,9193.01,339.72,29.38,9.36
2023-08-21 00:00:00+03:00,9085.0,334.9,28.89,9.22
2023-08-22 00:00:00+03:00,9236.64,339.99,29.3,9.36
2023-08-23 00:00:00+03:00,9134.92,336.17,29.2,9.26
2023-08-24 00:00:00+03:00,9089.43,335.48,29.05,9.24
2023-08-25 00:00:00+03:00,9180.58,347.67,30.29,9.58
2023-08-26 00:00:00+03:00,9445.52,357.7,31.16,9.85
2023-08-27 00:00:00+03:00,9314.18,352.73,30.73,9.72
2023-08-28 00:00:00+03:00,9315.36,351.16,30.54,9.67
2023-08-29 00:00:00+03:00,9352.59,351.91,30.59,9.69
2023-08-30 00:00:00+03:00,9414.22,354.23,30.8,9.76
2023-08-31 00:00:00+03:00,9520.31,357.02,30.83,9.83
2023-09-01 00:00:00+03:00,9795.34,367.17,31.81,10.11
2023-09-02 00:00:00+03:00,9783.44,366.72,31.78,10.1
2023-09-03 00:00:00+03:00,9754.54,365.64,31.68,10.07
2023-09-04 00:00:00+03:00,9739.33,364.29,31.71,10.03
2023-09-05 00:00:00+03:00,9750.66,364.37,31.86,10.04
2023-09-06 00:00:00+03:00,9739.95,363.84,31.85,10.02
2023-09-07 00:00:00+03:00,9724.55,362.79,31.83,9.99
2023-09-08 00:00:00+03:00,9695.24,361.65,31.75,9.96
2023-09-09 00:00:00+03:00,9656.1,360.19,31.62,9.92
2023-09-10 00:00:00+03:00,9688.42,361.39,31.72,9.95
2023-09-11 00:00:00+03:00,9604.43,357.82,31.35,9.86
2023-09-12 00:00:00+03:00,9591.51,357.12,31.31,9.84
2023-09-13 00:00:00+03:00,9596.13,356.7,31.22,9.83
2023-09-14 00:00:00+03:00,9665.68,359.23,31.45,9.89
2023-09-15 00:00:00+03:00,9680.85,359.48,31.69,9.9
2023-09-16 00:00:00+03:00,9674.01,359.23,31.67,9.89
2023-09-17 00:00:00+03:00,9673.52,359.21,31.67,9.89
2023-09-18 00:00:00+03:00,9678.31,358.7,31.61,9.88
2023-09-19 00:00:00+03:00,9652.85,357.6,31.43,9.85
2023-09-20 00:00:00+03:00,9670.26,358.28,31.48,9.87
2023-09-21 00:00:00+03:00,9675.83,358.34,31.62,9.87
2023-09-22 00:00:00+03:00,9647.25,355.94,31.43,9.8
2023-09-23 00:00:00+03:00,9555.05,352.53,31.13,9.71
2023-09-24 00:00:00+03:00,9489.71,350.12,30.92,9.64
2023-09-25 00:00:00+03:00,9400.0,345.9,30.57,9.53
2023-09-26 00:00:00+03:00,9301.62,341.84,30.34,9.42
2023-09-27 00:00:00+03:00,9400.0,344.78,30.69,9.5
2023-09-28 00:00:00+03:00,9688.36,353.91,31.61,9.75
2023-09-29 00:00:00+03:00,10102.64,369.02,32.71,10.16
2023-09-30 00:00:00+03:00,10566.33,385.96,34.21,10.63
2023-10-01 00:00:00+03:00,10840.42,395.97,35.1,10.91
2023-10-02 00:00:00+03:00,10988.48,400.98,35.7,11.04
2023-10-03 00:00:00+03:00,10982.44,400.06,35.88,11.02
2023-10-04 00:00:00+03:00,11106.68,403.42,36.15,11.11
2023-10-05 00:00:00+03:00,10895.1,395.81,35.39,10.9
2023-10-06 00:00:00+03:00,10911.35,395.94,35.27,10.91
2023-10-07 00:00:00+03:00,10979.35,398.41,35.49,10.97
2023-10-08 00:00:00+03:00,10938.59,396.93,35.36,10.93
2023-10-09 00:00:00+03:00,10888.34,393.71,35.13,10.84
2023-10-10 00:00:00+03:00,10933.81,395.02,35.08,10.88
2023-10-11 00:00:00+03:00,10955.96,395.67,35.07,10.9
2023-10-12 00:00:00+03:00,10986.07,396.5,35.08,10.92
2023-10-13 00:00:00+03:00,10968.5,395.35,35.27,10.89
2023-10-14 00:00:00+03:00,10956.96,394.93,35.23,10.88
2023-10-15 00:00:00+03:00,10948.02,394.61,35.2,10.87
2023-10-16 00:00:00+03:00,10954.18,393.52,35.11,10.84
2023-10-17 00:00:00+03:00,10988.7,394.26,35.12,10.86
2023-10-18 00:00:00+03:00,10990.03,392.98,34.94,10.82
2023-10-19 00:00:00+03:00,10962.48,392.01,34.94,10.8
2023-10-20 00:00:00+03:00,10914.68,390.21,34.65,10.75
2023-10-21 00:00:00+03:00,10887.85,389.25,34.57,10.72
2023-10-22 00:00:00+03:00,10985.61,392.74,34.88,10.82
2023-10-23 00:00:00+03:00,11002.25,392.79,34.84,10.82
2023-10-24 00:00:00+03:00,10987.5,391.66,34.57,10.79
2023-10-25 00:00:00+03:00,10939.0,389.56,34.6,10.73
2023-10-26 00:00:00+03:00,10902.25,387.94,34.59,10.69
2023-10-27 00:00:00+03:00,10896.78,387.43,34.49,10.67
2023-10-28 00:00:00+03:00,10871.62,386.54,34.42,10.65
2023-10-29 00:00:00+03:00,10936.98,388.86,34.62,10.71
2023-10-30 00:00:00+03:00,11005.2,390.2,34.69,10.75
2023-10-31 00:00:00+03:00,11198.97,396.61,35.02,10.92
2023-11-01 00:00:00+03:00,11750.0,415.48,36.99,11.44
2023-11-02 00:00:00+03:00,10738.0,379.35,33.58,10.45
2023-11-03 00:00:00+03:00,11877.49,418.99,37.02,11.54
2023-11-04 00:00:00+03:00,11883.52,419.2,37.04,11.55
2023-11-05 00:00:00+03:00,11847.28,417.92,36.92,11.51
2023-11-06 00:00:00+03:00,11846.0,417.28,36.5,11.49
2023-11-07 00:00:00+03:00,11838.19,416.32,36.6,11.47
