date,grfTl,grfUsd,grfEur,grfUsdMmBtu
2023-11-08 00:00:00+03:00,11698.0,410.79,36.17,11.31
2023-11-09 00:00:00+03:00,11585.63,406.86,35.74,11.21
2023-11-10 00:00:00+03:00,11448.58,401.91,35.39,11.07
2023-11-11 00:00:00+03:00,11352.23,398.52,35.09,10.98
2023-11-12 00:00:00+03:00,11147.7,391.34,34.46,10.78
2023-11-13 00:00:00+03:00,11170.19,391.36,34.4,10.78
2023-11-14 00:00:00+03:00,11345.17,396.93,34.83,10.93
2023-11-15 00:00:00+03:00,11450.0,400.12,34.61,11.02
2023-11-16 00:00:00+03:00,11288.04,393.96,34.13,10.85
2023-11-17 00:00:00+03:00,11229.93,391.84,33.93,10.79
2023-11-18 00:00:00+03:00,11470.0,400.22,34.65,11.02
2023-11-19 00:00:00+03:00,11750.0,409.99,35.5,11.29
2023-11-20 00:00:00+03:00,11592.55,403.85,34.75,11.12
2023-11-21 00:00:00+03:00,11481.42,399.39,34.29,11.0
2023-11-22 00:00:00+03:00,11373.89,395.45,34.1,10.89
2023-11-23 00:00:00+03:00,11334.06,393.84,33.91,10.85
2023-11-24 00:00:00+03:00,11450.0,397.45,34.24,10.95
2023-11-25 00:00:00+03:00,11306.83,392.48,33.81,10.81
2023-11-26 00:00:00+03:00,11513.78,399.66,34.43,11.01
2023-11-27 00:00:00+03:00,11890.0,412.01,35.36,11.35
2023-11-28 00:00:00+03:00,12353.36,427.8,36.73,11.78
2023-11-29 00:00:00+03:00,12494.0,432.92,37.04,11.92
2023-11-30 00:00:00+03:00,12837.8,445.43,38.28,12.27
2023-12-01 00:00:00+03:00,12950.0,448.79,38.71,12.36
2023-12-02 00:00:00+03:00,12824.0,444.42,38.33,12.24
2023-12-03 00:00:00+03:00,12731.61,441.22,38.05,12.15
2023-12-04 00:00:00+03:00,12774.42,442.76,38.29,12.2
2023-12-05 00:00:00+03:00,12599.0,436.4,37.88,12.02
2023-12-06 00:00:00+03:00,12665.65,438.57,38.21,12.08
2023-12-07 00:00:00+03:00,12552.44,434.73,37.92,11.97
2023-12-08 00:00:00+03:00,12658.54,438.05,38.18,12.07
2023-12-09 00:00:00+03:00,12546.42,434.17,37.85,11.96
2023-12-10 00:00:00+03:00,12489.74,432.21,37.68,11.9
2023-12-11 00:00:00+03:00,12564.64,434.17,37.9,11.96
2023-12-12 00:00:00+03:00,12398.0,427.85,37.27,11.78
2023-12-13 00:00:00+03:00,12850.66,443.04,38.61,12.2
2023-12-14 00:00:00+03:00,12676.24,437.41,37.7,12.05
2023-12-15 00:00:00+03:00,12993.69,448.29,38.4,12.35
2023-12-16 00:00:00+03:00,12840.03,442.99,37.95,12.2
2023-12-17 00:00:00+03:00,12640.0,436.09,37.36,12.01
2023-12-18 00:00:00+03:00,12834.87,442.5,38.1,12.19
2023-12-19 00:00:00+03:00,12770.52,439.91,37.81,12.12
2023-12-20 00:00:00+03:00,12568.38,432.38,37.09,11.91
2023-12-21 00:00:00+03:00,12457.78,428.25,36.75,11.8
2023-12-22 00:00:00+03:00,12426.49,426.52,36.41,11.75
2023-12-23 00:00:00+03:00,12306.81,422.42,36.06,11.64
2023-12-24 00:00:00+03:00,12241.57,420.18,35.87,11.57
2023-12-25 00:00:00+03:00,12288.07,420.67,35.89,11.59
2023-12-26 00:00:00+03:00,12190.03,416.54,35.53,11.47
2023-12-27 00:00:00+03:00,12567.87,428.39,36.44,11.8
2023-12-28 00:00:00+03:00,12112.25,412.02,34.82,11.35
2023-12-29 00:00:00+03:00,12519.13,425.27,36.12,11.71
2023-12-30 00:00:00+03:00,12488.25,424.22,36.03,11.68
2023-12-31 00:00:00+03:00,12385.49,420.73,35.74,11.59
2024-01-01 00:00:00+03:00,12261.19,416.51,35.38,11.47
2024-01-02 00:00:00+03:00,12100.0,407.85,34.81,11.23
2024-01-03 00:00:00+03:00,11982.51,402.92,34.61,11.1
2024-01-04 00:00:00+03:00,11870.29,399.07,34.25,10.99
2024-01-05 00:00:00+03:00,11607.73,389.9,33.57,10.74
2024-01-06 00:00:00+03:00,11661.76,391.71,33.73,10.79
2024-01-07 00:00:00+03:00,11546.35,387.83,33.39,10.68
2024-01-08 00:00:00+03:00,11531.86,386.53,33.21,10.65
2024-01-09 00:00:00+03:00,11403.91,381.63,32.77,10.51
2024-01-10 00:00:00+03:00,11338.77,379.05,32.57,10.44
2024-01-11 00:00:00+03:00,11243.27,375.3,32.14,10.34
2024-01-12 00:00:00+03:00,11727.18,390.69,33.49,10.76
2024-01-13 00:00:00+03:00,11435.9,380.99,32.66,10.49
2024-01-14 00:00:00+03:00,11308.34,376.74,32.29,10.38
2024-01-15 00:00:00+03:00,11577.18,385.33,33.07,10.61
2024-01-16 00:00:00+03:00,11408.03,379.67,32.74,10.46
2024-01-17 00:00:00+03:00,11337.42,377.01,32.59,10.38
2024-01-18 00:00:00+03:00,11534.59,383.4,33.09,10.56
2024-01-19 00:00:00+03:00,11405.08,378.63,32.7,10.43
2024-01-20 00:00:00+03:00,11662.68,387.18,33.44,10.66
2024-01-21 00:00:00+03:00,11734.29,389.56,33.65,10.73
2024-01-22 00:00:00+03:00,11658.48,386.29,33.32,10.64
2024-01-23 00:00:00+03:00,11671.89,386.25,33.33,10.64
2024-01-24 00:00:00+03:00,11671.03,386.27,33.36,10.64
2024-01-25 00:00:00+03:00,11552.32,382.29,32.98,10.53
2024-01-26 00:00:00+03:00,11619.75,384.32,33.3,10.59
2024-01-27 00:00:00+03:00,11285.52,373.27,32.35,10.28
2024-01-28 00:00:00+03:00,11340.79,375.1,32.51,10.33
2024-01-29 00:00:00+03:00,11578.34,382.31,33.18,10.53
2024-01-30 00:00:00+03:00,11407.07,376.41,32.67,10.37
2024-01-31 00:00:00+03:00,11261.36,371.72,32.28,10.24
2024-02-01 00:00:00+03:00,11025.28,363.79,31.67,10.02
2024-02-02 00:00:00+03:00,11132.81,366.53,31.66,10.1
2024-02-03 00:00:00+03:00,11035.09,363.31,31.38,10.01
2024-02-04 00:00:00+03:00,11030.19,363.15,31.36,10.0
2024-02-05 00:00:00+03:00,10748.82,352.69,30.79,9.71
2024-02-06 00:00:00+03:00,10999.83,360.56,31.55,9.93
2024-02-07 00:00:00+03:00,10787.42,353.28,30.84,9.73
2024-02-08 00:00:00+03:00,10886.96,356.53,31.09,9.82
2024-02-09 00:00:00+03:00,10468.98,342.12,29.85,9.42
2024-02-10 00:00:00+03:00,10513.32,343.57,29.98,9.46
2024-02-11 00:00:00+03:00,10418.39,340.46,29.7,9.38
2024-02-12 00:00:00+03:00,10785.02,352.09,30.69,9.7
2024-02-13 00:00:00+03:00,10794.96,351.98,30.71,9.7
2024-02-14 00:00:00+03:00,10609.64,345.78,30.35,9.52
2024-02-15 00:00:00+03:00,10575.52,344.52,30.17,9.49
2024-02-16 00:00:00+03:00,10599.07,345.0,30.11,9.5
2024-02-17 00:00:00+03:00,10791.89,351.27,30.66,9.68
2024-02-18 00:00:00+03:00,10853.68,353.29,30.84,9.73
2024-02-19 00:00:00+03:00,10837.83,351.83,30.68,9.69
2024-02-20 00:00:00+03:00,10829.43,351.16,30.6,9.67
2024-02-21 00:00:00+03:00,10981.89,355.29,30.91,9.79
2024-02-22 00:00:00+03:00,10887.81,351.69,30.45,9.69
2024-02-23 00:00:00+03:00,10903.81,351.68,30.53,9.69
2024-02-24 00:00:00+03:00,10920.89,352.23,30.58,9.7
2024-02-25 00:00:00+03:00,10787.7,347.94,30.21,9.58
2024-02-26 00:00:00+03:00,10766.79,346.82,30.08,9.55
2024-02-27 00:00:00+03:00,10778.19,346.86,30.03,9.55
2024-02-28 00:00:00+03:00,10939.52,351.53,30.55,9.68
2024-02-29 00:00:00+03:00,10969.41,352.04,30.53,9.7
2024-03-01 00:00:00+03:00,10440.04,334.2,29.05,9.21
2024-03-02 00:00:00+03:00,10444.52,334.34,29.06,9.21
2024-03-03 00:00:00+03:00,10380.78,332.3,28.88,9.15
2024-03-04 00:00:00+03:00,10415.16,331.62,28.72,9.13
2024-03-05 00:00:00+03:00,10329.89,327.46,28.37,9.02
2024-03-06 00:00:00+03:00,10390.15,328.17,28.37,9.04
2024-03-07 00:00:00+03:00,10346.01,325.58,28.08,8.97
2024-03-08 00:00:00+03:00,10276.79,322.54,27.72,8.88
2024-03-09 00:00:00+03:00,10315.93,323.77,27.82,8.92
2024-03-10 00:00:00+03:00,10318.87,323.86,27.83,8.92
2024-03-11 00:00:00+03:00,10340.44,323.77,27.81,8.92
2024-03-12 00:00:00+03:00,10405.42,325.32,27.97,8.96
2024-03-13 00:00:00+03:00,10377.17,323.89,27.85,8.92
2024-03-14 00:00:00+03:00,9998.2,311.83,26.79,8.59
2024-03-15 00:00:00+03:00,9869.0,307.24,26.52,8.46
2024-03-16 00:00:00+03:00,9736.14,303.1,26.16,8.35
2024-03-17 00:00:00+03:00,9909.02,308.49,26.63,8.5
2024-03-18 00:00:00+03:00,9814.65,304.38,26.25,8.38
2024-03-19 00:00:00+03:00,9917.28,307.24,26.61,8.46
2024-03-20 00:00:00+03:00,9991.81,309.06,26.77,8.51
2024-03-21 00:00:00+03:00,10041.61,310.78,26.76,8.56
2024-03-22 00:00:00+03:00,10167.2,318.05,27.63,8.76
2024-03-23 00:00:00+03:00,10094.98,315.79,27.43,8.7
2024-03-24 00:00:00+03:00,10044.5,314.21,27.29,8.65
2024-03-25 00:00:00+03:00,10012.3,312.31,27.13,8.6
2024-03-26 00:00:00+03:00,9813.91,305.72,26.48,8.42
2024-03-27 00:00:00+03:00,10139.89,315.25,27.36,8.68
2024-03-28 00:00:00+03:00,9612.24,297.97,25.95,8.21
2024-03-29 00:00:00+03:00,8818.87,273.15,23.82,7.52
2024-03-30 00:00:00+03:00,8426.61,261.0,22.76,7.19
2024-03-31 00:00:00+03:00,8223.42,254.71,22.21,7.02
2024-04-01 00:00:00+03:00,9026.87,278.98,24.31,7.68
2024-04-02 00:00:00+03:00,8825.03,274.66,24.04,7.57
2024-04-03 00:00:00+03:00,8339.33,261.1,22.78,7.19
2024-04-04 00:00:00+03:00,10193.4,320.15,27.72,8.82
2024-04-05 00:00:00+03:00,8705.22,272.71,23.65,7.51
2024-04-06 00:00:00+03:00,9812.78,307.41,26.66,8.47
2024-04-07 00:00:00+03:00,10041.63,314.58,27.28,8.66
2024-04-08 00:00:00+03:00,9843.17,307.54,26.69,8.47
2024-04-09 00:00:00+03:00,9737.8,304.25,26.41,8.38
2024-04-10 00:00:00+03:00,9673.84,302.25,26.23,8.33
2024-04-11 00:00:00+03:00,9600.57,299.96,26.03,8.26
2024-04-12 00:00:00+03:00,9629.06,300.85,26.11,8.29
2024-04-13 00:00:00+03:00,9715.3,303.55,26.35,8.36
2024-04-14 00:00:00+03:00,9712.09,303.45,26.34,8.36
2024-04-15 00:00:00+03:00,9673.29,299.23,26.39,8.24
2024-04-16 00:00:00+03:00,9747.12,300.79,26.61,8.29
2024-04-17 00:00:00+03:00,9849.44,303.41,26.81,8.36
2024-04-18 00:00:00+03:00,9793.47,301.75,26.56,8.31
2024-04-19 00:00:00+03:00,9938.29,305.7,26.98,8.42
2024-04-20 00:00:00+03:00,10230.52,314.69,27.77,8.67
2024-04-21 00:00:00+03:00,10247.36,315.21,27.81,8.68
2024-04-22 00:00:00+03:00,10258.11,315.63,27.85,8.69
2024-04-23 00:00:00+03:00,10260.69,315.71,27.85,8.7
2024-04-24 00:00:00+03:00,10237.22,315.24,27.72,8.68
2024-04-25 00:00:00+03:00,10172.34,313.24,27.45,8.63
2024-04-26 00:00:00+03:00,10160.41,313.08,27.42,8.62
2024-04-27 00:00:00+03:00,10055.21,309.84,27.14,8.53
2024-04-28 00:00:00+03:00,10056.5,309.88,27.14,8.54
2024-04-29 00:00:00+03:00,10043.75,310.58,27.24,8.55
2024-04-30 00:00:00+03:00,9997.71,309.44,27.14,8.52
2024-05-01 00:00:00+03:00,10583.16,327.56,28.73,9.02
2024-05-02 00:00:00+03:00,10550.0,326.42,28.65,8.99
2024-05-03 00:00:00+03:00,10770.2,333.99,29.23,9.2
2024-05-04 00:00:00+03:00,10498.0,325.55,28.49,8.97
2024-05-05 00:00:00+03:00,10691.61,331.55,29.01,9.13
2024-05-06 00:00:00+03:00,10680.0,331.43,28.93,9.13
2024-05-07 00:00:00+03:00,10670.58,331.31,28.93,9.13
2024-05-08 00:00:00+03:00,10498.94,325.98,28.51,8.98
2024-05-09 00:00:00+03:00,10438.0,324.39,28.41,8.94
2024-05-10 00:00:00+03:00,10721.0,333.43,29.07,9.18
2024-05-11 00:00:00+03:00,10376.0,322.7,28.14,8.89
2024-05-12 00:00:00+03:00,10718.0,333.34,29.06,9.18
2024-05-13 00:00:00+03:00,10560.0,328.46,28.64,9.05
2024-05-14 00:00:00+03:00,10450.0,324.59,28.27,8.94
2024-05-15 00:00:00+03:00,10316.36,320.09,27.78,8.82
2024-05-16 00:00:00+03:00,10559.67,328.38,28.39,9.04
2024-05-17 00:00:00+03:00,10489.25,325.81,28.23,8.97
2024-05-18 00:00:00+03:00,10556.42,327.9,28.41,9.03
2024-05-19 00:00:00+03:00,10390.18,322.74,27.96,8.89
2024-05-20 00:00:00+03:00,10635.32,330.74,28.59,9.11
2024-05-21 00:00:00+03:00,10561.18,328.44,28.41,9.05
2024-05-22 00:00:00+03:00,10446.11,325.21,28.18,8.96
2024-05-23 00:00:00+03:00,10345.0,321.85,27.91,8.87
2024-05-24 00:00:00+03:00,10284.59,319.94,27.77,8.81
2024-05-25 00:00:00+03:00,10307.37,320.65,27.83,8.83
2024-05-26 00:00:00+03:00,10260.73,319.2,27.7,8.79
2024-05-27 00:00:00+03:00,10352.24,322.19,27.89,8.87
2024-05-28 00:00:00+03:00,10332.0,321.67,27.79,8.86
2024-05-29 00:00:00+03:00,10244.31,318.27,27.57,8.77
2024-05-30 00:00:00+03:00,10309.83,319.7,27.79,8.81
2024-05-31 00:00:00+03:00,10606.07,330.06,28.62,9.09
2024-06-01 00:00:00+03:00,10779.28,335.45,29.09,9.24
2024-06-02 00:00:00+03:00,10740.21,334.23,28.98,9.21
2024-06-03 00:00:00+03:00,10674.38,331.98,28.78,9.14
2024-06-04 00:00:00+03:00,10665.0,330.51,28.56,9.1
2024-06-05 00:00:00+03:00,10613.56,327.03,28.27,9.01
2024-06-06 00:00:00+03:00,10645.0,330.82,28.59,9.11
2024-06-07 00:00:00+03:00,10518.44,326.74,28.19,9.0
2024-06-08 00:00:00+03:00,10429.11,323.96,27.95,8.92
2024-06-09 00:00:00+03:00,10450.0,324.61,28.01,8.94
2024-06-10 00:00:00+03:00,10445.0,322.68,28.21,8.89
2024-06-11 00:00:00+03:00,10595.0,327.89,28.67,9.03
2024-06-12 00:00:00+03:00,10486.68,324.59,28.37,8.94
2024-06-13 00:00:00+03:00,10450.0,324.22,28.21,8.93
2024-06-14 00:00:00+03:00,10424.49,321.17,28.21,8.85
2024-06-15 00:00:00+03:00,10418.89,321.0,28.19,8.84
2024-06-16 00:00:00+03:00,10418.0,320.97,28.19,8.84
2024-06-17 00:00:00+03:00,10395.0,320.26,28.13,8.82
2024-06-18 00:00:00+03:00,10500.0,323.5,28.41,8.91
2024-06-19 00:00:00+03:00,10530.0,324.42,28.49,8.94
2024-06-20 00:00:00+03:00,10520.0,322.99,28.31,8.9
2024-06-21 00:00:00+03:00,10623.17,324.06,28.49,8.93
2024-06-22 00:00:00+03:00,10518.0,320.86,28.21,8.84
2024-06-23 00:00:00+03:00,10550.0,321.83,28.29,8.86
2024-06-24 00:00:00+03:00,10515.59,320.52,28.1,8.83
2024-06-25 00:00:00+03:00,10491.28,318.87,27.94,8.78
2024-06-26 00:00:00+03:00,10422.64,316.76,27.84,8.72
2024-06-27 00:00:00+03:00,10499.54,319.7,28.1,8.81
2024-06-28 00:00:00+03:00,10477.0,319.17,28.03,8.79
2024-06-29 00:00:00+03:00,10449.48,318.33,27.96,8.77
2024-06-30 00:00:00+03:00,10566.16,321.88,28.27,8.87
2024-07-01 00:00:00+03:00,10873.21,333.32,29.12,9.18
2024-07-02 00:00:00+03:00,10857.88,332.77,29.18,9.17
2024-07-03 00:00:00+03:00,10661.61,328.12,28.67,9.04
2024-07-04 00:00:00+03:00,10638.61,327.33,28.49,9.02
2024-07-05 00:00:00+03:00,10638.22,326.02,28.31,8.98
2024-07-06 00:00:00+03:00,10613.2,325.26,28.24,8.96
2024-07-07 00:00:00+03:00,10614.91,325.31,28.25,8.96
2024-07-08 00:00:00+03:00,10595.78,324.62,28.16,8.94
2024-07-09 00:00:00+03:00,10541.42,322.01,27.97,8.87
2024-07-10 00:00:00+03:00,10447.79,317.71,27.6,8.75
2024-07-11 00:00:00+03:00,10473.85,318.86,27.63,8.78
2024-07-12 00:00:00+03:00,10436.35,317.15,27.39,8.74
2024-07-13 00:00:00+03:00,10398.67,316.0,27.29,8.7
2024-07-14 00:00:00+03:00,10302.69,313.09,27.04,8.62
2024-07-15 00:00:00+03:00,10236.86,311.09,26.87,8.57
2024-07-16 00:00:00+03:00,10296.44,311.8,26.89,8.59
2024-07-17 00:00:00+03:00,10457.19,316.52,27.23,8.72
2024-07-18 00:00:00+03:00,10396.21,314.67,27.06,8.67
2024-07-19 00:00:00+03:00,10431.86,316.08,27.29,8.71
2024-07-20 00:00:00+03:00,10428.97,315.99,27.28,8.7
2024-07-21 00:00:00+03:00,10412.98,315.5,27.24,8.69
2024-07-22 00:00:00+03:00,10412.9,316.08,27.29,8.71
2024-07-23 00:00:00+03:00,10415.49,316.77,27.39,8.73
2024-07-24 00:00:00+03:00,10347.83,315.38,27.34,8.69
2024-07-25 00:00:00+03:00,10379.05,314.68,27.27,8.67
2024-07-26 00:00:00+03:00,10392.27,315.31,27.3,8.69
2024-07-27 00:00:00+03:00,10388.4,315.2,27.29,8.68
2024-07-28 00:00:00+03:00,10410.18,315.86,27.35,8.7
2024-07-29 00:00:00+03:00,10431.96,316.59,27.46,8.72
2024-07-30 00:00:00+03:00,10486.78,317.49,27.56,8.74
2024-07-31 00:00:00+03:00,10907.26,329.69,28.62,9.08
2024-08-01 00:00:00+03:00,11357.45,343.35,29.9,9.46
2024-08-02 00:00:00+03:00,11403.97,344.78,29.96,9.5
2024-08-03 00:00:00+03:00,11425.08,345.42,30.02,9.51
2024-08-04 00:00:00+03:00,11326.96,342.45,29.76,9.43
2024-08-05 00:00:00+03:00,11241.61,338.02,29.03,9.31
2024-08-06 00:00:00+03:00,11290.0,338.04,29.09,9.31
2024-08-07 00:00:00+03:00,11297.74,337.28,29.03,9.29
2024-08-08 00:00:00+03:00,11510.21,344.13,29.58,9.48
2024-08-09 00:00:00+03:00,11730.02,350.57,30.17,9.66
2024-08-10 00:00:00+03:00,11805.58,352.83,30.37,9.72
2024-08-11 00:00:00+03:00,11787.36,352.29,30.32,9.7
2024-08-12 00:00:00+03:00,11787.98,352.04,30.29,9.7
2024-08-13 00:00:00+03:00,11878.96,354.67,30.51,9.77
2024-08-14 00:00:00+03:00,11782.19,351.87,30.02,9.69
2024-08-15 00:00:00+03:00,11756.15,350.15,29.89,9.64
2024-08-16 00:00:00+03:00,11658.81,346.88,29.67,9.55
2024-08-17 00:00:00+03:00,11705.99,348.28,29.79,9.59
2024-08-18 00:00:00+03:00,11720.0,348.7,29.83,9.6
2024-08-19 00:00:00+03:00,11705.31,347.83,29.61,9.58
2024-08-20 00:00:00+03:00,11785.34,349.21,29.62,9.62
2024-08-21 00:00:00+03:00,11798.35,348.58,29.47,9.6
2024-08-22 00:00:00+03:00,11733.17,346.62,29.24,9.55
2024-08-23 00:00:00+03:00,11724.28,345.99,29.24,9.53
2024-08-24 00:00:00+03:00,11781.92,347.69,29.38,9.58
2024-08-25 00:00:00+03:00,11775.25,347.49,29.37,9.57
2024-08-26 00:00:00+03:00,11788.87,347.47,29.22,9.57
2024-08-27 00:00:00+03:00,11753.49,346.12,29.14,9.53
2024-08-28 00:00:00+03:00,11704.22,344.62,29.08,9.49
2024-08-29 00:00:00+03:00,11701.1,344.93,29.19,9.5
2024-08-30 00:00:00+03:00,11758.46,346.62,29.34,9.55
2024-08-31 00:00:00+03:00,12160.06,358.46,30.34,9.87
2024-09-01 00:00:00+03:00,12044.85,355.06,30.05,9.78
2024-09-02 00:00:00+03:00,12365.58,364.56,30.96,10.04
2024-09-03 00:00:00+03:00,12455.0,367.55,31.27,10.12
2024-09-04 00:00:00+03:00,12412.19,365.36,31.07,10.06
2024-09-05 00:00:00+03:00,12378.07,365.04,30.93,10.05
2024-09-06 00:00:00+03:00,12310.93,363.22,30.72,10.0
2024-09-07 00:00:00+03:00,12298.28,362.85,30.69,9.99
2024-09-08 00:00:00+03:00,12340.04,364.08,30.79,10.03
2024-09-09 00:00:00+03:00,12373.28,364.27,30.98,10.03
2024-09-10 00:00:00+03:00,12143.18,357.25,30.42,9.84
2024-09-11 00:00:00+03:00,12241.82,360.69,30.69,9.94
2024-09-12 00:00:00+03:00,12173.77,359.13,30.65,9.89
2024-09-13 00:00:00+03:00,12044.34,356.17,30.19,9.81
2024-09-14 00:00:00+03:00,12100.22,357.83,30.33,9.86
2024-09-15 00:00:00+03:00,11993.61,354.67,30.06,9.77
2024-09-16 00:00:00+03:00,12078.91,356.42,30.12,9.82
2024-09-17 00:00:00+03:00,12015.86,353.74,29.86,9.74
2024-09-18 00:00:00+03:00,11863.9,348.65,29.44,9.6
2024-09-19 00:00:00+03:00,11964.62,352.14,29.66,9.7
2024-09-20 00:00:00+03:00,11830.59,348.44,29.33,9.6
2024-09-21 00:00:00+03:00,11879.87,349.89,29.46,9.64
2024-09-22 00:00:00+03:00,11888.19,350.14,29.48,9.64
2024-09-23 00:00:00+03:00,11823.53,347.11,29.35,9.56
2024-09-24 00:00:00+03:00,11821.1,346.85,29.29,9.55
2024-09-25 00:00:00+03:00,11978.48,351.38,29.52,9.68
2024-09-26 00:00:00+03:00,11951.15,350.49,29.55,9.65
2024-09-27 00:00:00+03:00,11922.91,349.75,29.47,9.63
2024-09-28 00:00:00+03:00,11934.18,350.08,29.5,9.64
2024-09-29 00:00:00+03:00,11971.55,351.17,29.6,9.67
2024-09-30 00:00:00+03:00,8714.44,255.4,21.46,7.03
2024-10-01 00:00:00+03:00,12180.52,356.94,30.21,9.83
2024-10-02 00:00:00+03:00,12383.68,362.59,30.78,9.99
2024-10-03 00:00:00+03:00,12373.0,362.71,30.88,9.99
2024-10-04 00:00:00+03:00,12369.16,362.31,30.88,9.98
2024-10-05 00:00:00+03:00,12183.05,356.86,30.41,9.83
2024-10-06 00:00:00+03:00,12176.96,356.68,30.4,9.82
2024-10-07 00:00:00+03:00,12180.0,356.26,30.53,9.81
2024-10-08 00:00:00+03:00,12157.58,355.38,30.39,9.79
2024-10-09 00:00:00+03:00,11997.0,350.84,30.08,9.66
2024-10-10 00:00:00+03:00,11939.97,349.61,30.05,9.63
2024-10-11 00:00:00+03:00,11986.47,350.87,30.14,9.66
2024-10-12 00:00:00+03:00,11920.0,348.92,29.98,9.61
2024-10-13 00:00:00+03:00,11987.39,350.89,30.15,9.67
2024-10-14 00:00:00+03:00,11984.0,350.37,30.14,9.65
2024-10-15 00:00:00+03:00,11907.14,348.14,30.01,9.59
2024-10-16 00:00:00+03:00,11922.84,349.0,30.13,9.61
2024-10-17 00:00:00+03:00,11869.39,347.92,30.12,9.58
2024-10-18 00:00:00+03:00,11888.06,347.82,30.15,9.58
2024-10-19 00:00:00+03:00,11892.26,347.94,30.16,9.58
2024-10-20 00:00:00+03:00,11843.0,346.5,30.03,9.54
2024-10-21 00:00:00+03:00,11871.15,347.32,30.08,9.57
2024-10-22 00:00:00+03:00,11880.24,347.56,30.17,9.57
2024-10-23 00:00:00+03:00,11834.49,346.03,30.17,9.53
2024-10-24 00:00:00+03:00,11887.61,347.69,30.27,9.58
2024-10-25 00:00:00+03:00,11863.0,346.98,30.13,9.56
2024-10-26 00:00:00+03:00,11875.0,347.33,30.16,9.57
2024-10-27 00:00:00+03:00,11946.06,349.41,30.35,9.62
2024-10-28 00:00:00+03:00,11939.71,349.23,30.33,9.62
2024-10-29 00:00:00+03:00,11896.0,347.95,30.22,9.58
2024-10-30 00:00:00+03:00,11874.0,347.1,30.12,9.56
2024-10-31 00:00:00+03:00,11958.0,349.87,30.27,9.64
2024-11-01 00:00:00+03:00,12425.82,363.08,31.41,10.0
2024-11-02 00:00:00+03:00,12375.0,361.59,31.28,9.96
2024-11-03 00:00:00+03:00,12368.15,361.39,31.26,9.95
2024-11-04 00:00:00+03:00,12418.0,362.3,31.25,9.98
2024-11-05 00:00:00+03:00,12415.0,362.14,31.25,9.97
2024-11-06 00:00:00+03:00,12295.0,359.67,31.47,9.91
2024-11-07 00:00:00+03:00,12033.68,352.1,30.77,9.7
2024-11-08 00:00:00+03:00,12024.48,350.96,30.6,9.67
2024-11-09 00:00:00+03:00,12091.08,352.91,30.77,9.72
2024-11-10 00:00:00+03:00,12200.0,356.09,31.05,9.81
2024-11-11 00:00:00+03:00,12181.74,355.29,31.25,9.79
2024-11-12 00:00:00+03:00,12179.36,354.95,31.39,9.78
2024-11-13 00:00:00+03:00,12001.98,349.79,30.96,9.63
2024-11-14 00:00:00+03:00,12104.0,352.89,31.49,9.72
2024-11-15 00:00:00+03:00,12042.01,350.74,31.2,9.66
2024-11-16 00:00:00+03:00,12077.57,351.77,31.29,9.69
2024-11-17 00:00:00+03:00,12100.0,352.43,31.35,9.71
2024-11-18 00:00:00+03:00,12139.11,352.55,31.41,9.71
2024-11-19 00:00:00+03:00,12161.59,352.34,31.33,9.71
2024-11-20 00:00:00+03:00,11926.43,346.32,30.81,9.54
2024-11-21 00:00:00+03:00,12139.1,352.37,31.45,9.71
2024-11-22 00:00:00+03:00,11902.04,345.35,31.09,9.51
2024-11-23 00:00:00+03:00,11932.72,346.24,31.17,9.54
2024-11-24 00:00:00+03:00,11945.0,346.59,31.2,9.55
2024-11-25 00:00:00+03:00,12097.51,350.47,31.44,9.65
2024-11-26 00:00:00+03:00,12130.65,350.87,31.42,9.66
2024-11-27 00:00:00+03:00,12200.73,352.9,31.56,9.72
2024-11-28 00:00:00+03:00,12454.47,360.27,32.11,9.92
2024-11-29 00:00:00+03:00,12663.62,366.22,32.57,10.09
2024-11-30 00:00:00+03:00,12877.77,372.41,33.12,10.26
2024-12-01 00:00:00+03:00,12486.0,361.08,32.11,9.95
2024-12-02 00:00:00+03:00,12467.15,359.87,32.16,9.91
2024-12-03 00:00:00+03:00,12412.36,357.95,32.01,9.86
2024-12-04 00:00:00+03:00,12200.22,351.72,31.47,9.69
2024-12-05 00:00:00+03:00,12134.01,349.93,31.23,9.64
2024-12-06 00:00:00+03:00,11967.69,344.88,30.63,9.5
2024-12-07 00:00:00+03:00,11940.03,344.09,30.56,9.48
2024-12-08 00:00:00+03:00,11993.66,345.63,30.7,9.52
2024-12-09 00:00:00+03:00,11977.32,344.67,30.66,9.49
2024-12-10 00:00:00+03:00,11979.06,344.43,30.71,9.49
2024-12-11 00:00:00+03:00,12101.35,347.71,31.11,9.58
2024-12-12 00:00:00+03:00,12107.69,347.75,31.1,9.58
2024-12-13 00:00:00+03:00,12308.86,353.07,31.68,9.73
2024-12-14 00:00:00+03:00,12440.95,356.86,32.02,9.83
2024-12-15 00:00:00+03:00,12445.36,356.99,32.03,9.83
2024-12-16 00:00:00+03:00,12466.86,357.23,31.97,9.84
2024-12-17 00:00:00+03:00,12350.0,353.65,31.68,9.74
2024-12-18 00:00:00+03:00,12474.0,356.88,31.95,9.83
2024-12-19 00:00:00+03:00,12352.0,352.85,31.88,9.72
2024-12-20 00:00:00+03:00,12347.49,352.16,31.87,9.7
2024-12-21 00:00:00+03:00,12400.63,353.68,32.0,9.74
